state,year,chapter,chapter_amount,state_total_amount,percentage,Population,% of Total,state_total_amount_per_capita
MANIPUR,2014,Stamford,20285.0,56602.0,35.83795625596269,2570390,0.21,269533.3333333334
MANIPUR,2014,Zurich,28946.0,56602.0,51.1395357054521,2570390,0.21,269533.3333333334
MANIPUR,2015,Atlanta,98725.0,143663.0,68.71985131871115,2570390,0.21,684109.5238095238
MANIPUR,2015,Redlands,10817.0,143663.0,7.5294265050848175,2570390,0.21,684109.5238095238
MANIPUR,2015,Stamford,20432.0,143663.0,14.222172723665802,2570390,0.21,684109.5238095238
MANIPUR,2015,Zurich,13689.0,143663.0,9.528549452538233,2570390,0.21,684109.5238095238
MANIPUR,2016,Redlands,5539.0,53175.0,10.41654913023037,2570390,0.21,253214.2857142857
MANIPUR,2016,Stamford,28651.0,53175.0,53.88058298072402,2570390,0.21,253214.2857142857
MANIPUR,2016,Zurich,18985.0,53175.0,35.702867889045606,2570390,0.21,253214.2857142857
MANIPUR,2017,Redlands,5469.0,24285.0,22.520074119827054,2570390,0.21,115642.85714285714
MANIPUR,2017,Stamford,18816.0,24285.0,77.47992588017296,2570390,0.21,115642.85714285714
MANIPUR,2018,Stamford,20270.0,20270.0,100.0,2570390,0.21,96523.80952380953
MANIPUR,2019,General Funds,12103.0,33524.0,36.10249373583105,2570390,0.21,159638.09523809524
MANIPUR,2019,Stamford,21421.0,33524.0,63.89750626416896,2570390,0.21,159638.09523809524
MANIPUR,2020,General Funds,12425.0,21899.0,56.73775058221837,2570390,0.21,104280.95238095238
MANIPUR,2020,Stamford,9474.0,21899.0,43.26224941778163,2570390,0.21,104280.95238095238
MANIPUR,2021,General Funds,18832.0,28355.0,66.41509433962264,2570390,0.21,135023.80952380953
MANIPUR,2021,Stamford,9523.0,28355.0,33.58490566037736,2570390,0.21,135023.80952380953
MANIPUR,2022,General Funds,19180.0,39765.0,48.233371054947824,2570390,0.21,189357.14285714287
MANIPUR,2022,Stamford,20585.0,39765.0,51.76662894505218,2570390,0.21,189357.14285714287
MANIPUR,2023,General Funds,29479.0,52543.0,56.10452391374684,2570390,0.21,250204.76190476192
MANIPUR,2023,Stamford,23064.0,52543.0,43.89547608625317,2570390,0.21,250204.76190476192
MANIPUR,2024,General Funds,19156.0,46092.0,41.56035754577801,2570390,0.21,219485.7142857143
MANIPUR,2024,Stamford,26936.0,46092.0,58.439642454221996,2570390,0.21,219485.7142857143
ODISHA,1993,Los Angeles,2000.0,2000.0,100.0,41974219,3.47,576.3688760806916
ODISHA,1994,Los Angeles,1200.0,1200.0,100.0,41974219,3.47,345.821325648415
ODISHA,1995,Los Angeles,1200.0,1200.0,100.0,41974219,3.47,345.821325648415
ODISHA,1996,Los Angeles,1200.0,1200.0,100.0,41974219,3.47,345.821325648415
ODISHA,1997,Los Angeles,1500.0,1500.0,100.0,41974219,3.47,432.2766570605187
ODISHA,1999,Los Angeles,1500.0,56673.0,2.6467630088401886,41974219,3.47,16332.276657060518
ODISHA,1999,Silicon Valley,55173.0,56673.0,97.3532369911598,41974219,3.47,16332.276657060518
ODISHA,2000,Cornell,2000.0,16800.0,11.904761904761903,41974219,3.47,4841.49855907781
ODISHA,2000,Los Angeles,1800.0,16800.0,10.714285714285714,41974219,3.47,4841.49855907781
ODISHA,2000,NYC/NJ,11500.0,16800.0,68.45238095238095,41974219,3.47,4841.49855907781
ODISHA,2000,Yale,1500.0,16800.0,8.928571428571429,41974219,3.47,4841.49855907781
ODISHA,2001,Los Angeles,5800.0,20150.0,28.78411910669975,41974219,3.47,5806.9164265129675
ODISHA,2001,Seattle,4000.0,20150.0,19.851116625310176,41974219,3.47,5806.9164265129675
ODISHA,2001,Silicon Valley,10350.0,20150.0,51.36476426799007,41974219,3.47,5806.9164265129675
ODISHA,2002,Detroit,1000.0,21158.0,4.726344645051517,41974219,3.47,6097.406340057637
ODISHA,2002,Los Angeles,4990.0,21158.0,23.58445977880707,41974219,3.47,6097.406340057637
ODISHA,2002,Silicon Valley,9668.0,21158.0,45.69430002835807,41974219,3.47,6097.406340057637
ODISHA,2002,Work an Hour,5000.0,21158.0,23.631723225257588,41974219,3.47,6097.406340057637
ODISHA,2002,Yale,500.0,21158.0,2.3631723225257586,41974219,3.47,6097.406340057637
ODISHA,2003,DC,5000.0,19705.0,25.374270489723422,41974219,3.47,5678.674351585014
ODISHA,2003,Los Angeles,2050.0,19705.0,10.403450900786602,41974219,3.47,5678.674351585014
ODISHA,2003,Silicon Valley,12655.0,19705.0,64.22227860948998,41974219,3.47,5678.674351585014
ODISHA,2004,DC,7000.0,62215.0,11.251305955155509,41974219,3.47,17929.394812680115
ODISHA,2004,Detroit,4000.0,62215.0,6.429317688660291,41974219,3.47,17929.394812680115
ODISHA,2004,Silicon Valley,8755.0,62215.0,14.072169091055212,41974219,3.47,17929.394812680115
ODISHA,2004,Work an Hour,42460.0,62215.0,68.24720726512898,41974219,3.47,17929.394812680115
ODISHA,2004,Yale,0.0,62215.0,0.0,41974219,3.47,17929.394812680115
ODISHA,2005,Detroit,6106.0,18961.0,32.20294288275935,41974219,3.47,5464.265129682997
ODISHA,2005,Los Angeles,4100.0,18961.0,21.623332102737198,41974219,3.47,5464.265129682997
ODISHA,2005,Silicon Valley,8755.0,18961.0,46.173725014503454,41974219,3.47,5464.265129682997
ODISHA,2006,Cleveland,940.0,46340.0,2.0284851100561068,41974219,3.47,13354.466858789625
ODISHA,2006,Colorado,1100.0,46340.0,2.373759171342253,41974219,3.47,13354.466858789625
ODISHA,2006,Detroit,5660.0,46340.0,12.214069917997412,41974219,3.47,13354.466858789625
ODISHA,2006,Los Angeles,2050.0,46340.0,4.423823910228744,41974219,3.47,13354.466858789625
ODISHA,2006,Seattle,30000.0,46340.0,64.73888649115234,41974219,3.47,13354.466858789625
ODISHA,2006,Stanford,6590.0,46340.0,14.220975399223136,41974219,3.47,13354.466858789625
ODISHA,2007,Cleveland,17908.0,93434.0,19.16647044972922,41974219,3.47,26926.22478386167
ODISHA,2007,Colorado,300.0,93434.0,0.32108226127533873,41974219,3.47,26926.22478386167
ODISHA,2007,Detroit,6655.0,93434.0,7.122674829291265,41974219,3.47,26926.22478386167
ODISHA,2007,Los Angeles,2050.0,93434.0,2.1940621187148146,41974219,3.47,26926.22478386167
ODISHA,2007,Mid-Hudson Valley,4660.0,93434.0,4.987477791810262,41974219,3.47,26926.22478386167
ODISHA,2007,Seattle,47200.0,93434.0,50.5169424406533,41974219,3.47,26926.22478386167
ODISHA,2007,Silicon Valley,7710.0,93434.0,8.251814114776206,41974219,3.47,26926.22478386167
ODISHA,2007,Stanford,6951.0,93434.0,7.439475993749599,41974219,3.47,26926.22478386167
ODISHA,2008,Los Angeles,3000.0,61679.0,4.863892086447575,41974219,3.47,17774.92795389049
ODISHA,2008,Mid-Hudson Valley,6400.0,61679.0,10.376303117754828,41974219,3.47,17774.92795389049
ODISHA,2008,Seattle,37900.0,61679.0,61.44717002545437,41974219,3.47,17774.92795389049
ODISHA,2008,Stanford,14379.0,61679.0,23.31263477034323,41974219,3.47,17774.92795389049
ODISHA,2009,Delaware,5000.0,63010.0,7.935248373274084,41974219,3.47,18158.501440922188
ODISHA,2009,Seattle,40285.0,63010.0,63.9342961434693,41974219,3.47,18158.501440922188
ODISHA,2009,Stanford,17725.0,63010.0,28.13045548325663,41974219,3.47,18158.501440922188
ODISHA,2010,Los Angeles,0.0,76108.0,0.0,41974219,3.47,21933.141210374637
ODISHA,2010,Seattle,44650.0,76108.0,58.66663162873811,41974219,3.47,21933.141210374637
ODISHA,2010,Stanford,27458.0,76108.0,36.07767908761234,41974219,3.47,21933.141210374637
ODISHA,2010,Work an Hour,4000.0,76108.0,5.25568928364955,41974219,3.47,21933.141210374637
ODISHA,2011,Los Angeles,4000.0,96577.0,4.141772885883802,41974219,3.47,27831.988472622477
ODISHA,2011,Mid-Hudson Valley,20400.0,96577.0,21.123041718007393,41974219,3.47,27831.988472622477
ODISHA,2011,Seattle,44400.0,96577.0,45.97367903331021,41974219,3.47,27831.988472622477
ODISHA,2011,Stanford,21190.0,96577.0,21.941041862969442,41974219,3.47,27831.988472622477
ODISHA,2011,Work an Hour,6587.0,96577.0,6.820464499829152,41974219,3.47,27831.988472622477
ODISHA,2012,Hyderabad,2810.0,69579.0,4.038574857356386,41974219,3.47,20051.585014409222
ODISHA,2012,San Francisco,4810.0,69579.0,6.913005360812889,41974219,3.47,20051.585014409222
ODISHA,2012,Seattle,38470.0,69579.0,55.28967073398583,41974219,3.47,20051.585014409222
ODISHA,2012,Stanford,23489.0,69579.0,33.758749047844894,41974219,3.47,20051.585014409222
ODISHA,2013,Athens,3976.0,73983.0,5.374207588229728,41974219,3.47,21320.749279538904
ODISHA,2013,Hyderabad,4577.0,73983.0,6.1865563710582165,41974219,3.47,21320.749279538904
ODISHA,2013,Seattle,49065.0,73983.0,66.31928956652204,41974219,3.47,21320.749279538904
ODISHA,2013,Stanford,16365.0,73983.0,22.119946474190016,41974219,3.47,21320.749279538904
ODISHA,2014,Hyderabad,4355.0,100388.0,4.338167908514962,41974219,3.47,28930.259365994236
ODISHA,2014,Purdue,3146.0,100388.0,3.133840698091405,41974219,3.47,28930.259365994236
ODISHA,2014,Seattle,51017.0,100388.0,50.81981910188469,41974219,3.47,28930.259365994236
ODISHA,2014,Stanford,41870.0,100388.0,41.708172291508944,41974219,3.47,28930.259365994236
ODISHA,2015,Hyderabad,5427.0,115797.0,4.686649913210187,41974219,3.47,33370.89337175792
ODISHA,2015,Purdue,11511.0,115797.0,9.940672038135704,41974219,3.47,33370.89337175792
ODISHA,2015,Seattle,51007.0,115797.0,44.04863683860549,41974219,3.47,33370.89337175792
ODISHA,2015,Stanford,47852.0,115797.0,41.32404121004862,41974219,3.47,33370.89337175792
ODISHA,2016,Hyderabad,8671.0,102067.0,8.495400080339385,41974219,3.47,29414.121037463974
ODISHA,2016,Purdue,8513.0,102067.0,8.340599802090784,41974219,3.47,29414.121037463974
ODISHA,2016,Seattle,52767.0,102067.0,51.69839419205032,41974219,3.47,29414.121037463974
ODISHA,2016,Stanford,32116.0,102067.0,31.46560592551951,41974219,3.47,29414.121037463974
ODISHA,2017,Delaware,10461.0,133201.0,7.853544643058235,41974219,3.47,38386.4553314121
ODISHA,2017,Purdue,9948.0,133201.0,7.4684123993063105,41974219,3.47,38386.4553314121
ODISHA,2017,Seattle,76335.0,133201.0,57.30812831735498,41974219,3.47,38386.4553314121
ODISHA,2017,Stanford,36457.0,133201.0,27.36991464028048,41974219,3.47,38386.4553314121
ODISHA,2018,Danbury,7974.0,97808.0,8.152707345002455,41974219,3.47,28186.743515850143
ODISHA,2018,Purdue,2411.0,97808.0,2.4650335350891543,41974219,3.47,28186.743515850143
ODISHA,2018,Seattle,55500.0,97808.0,56.743824636021586,41974219,3.47,28186.743515850143
ODISHA,2018,Stanford,31923.0,97808.0,32.6384344838868,41974219,3.47,28186.743515850143
ODISHA,2019,Danbury,5163.0,127127.0,4.061293037670991,41974219,3.47,36636.02305475504
ODISHA,2019,Purdue,13294.0,127127.0,10.457259276156913,41974219,3.47,36636.02305475504
ODISHA,2019,Seattle,65386.0,127127.0,51.43360576431443,41974219,3.47,36636.02305475504
ODISHA,2019,Stanford,43284.0,127127.0,34.04784192185767,41974219,3.47,36636.02305475504
ODISHA,2020,Austin,44503.0,121582.0,36.60328009080291,41974219,3.47,35038.040345821326
ODISHA,2020,Danbury,7731.0,121582.0,6.358671513875409,41974219,3.47,35038.040345821326
ODISHA,2020,Purdue,7015.0,121582.0,5.769768551265813,41974219,3.47,35038.040345821326
ODISHA,2020,Seattle,62333.0,121582.0,51.26827984405586,41974219,3.47,35038.040345821326
ODISHA,2021,Austin,58193.0,144003.0,40.4109636604793,41974219,3.47,41499.423631123915
ODISHA,2021,Danbury,7653.0,144003.0,5.314472615153851,41974219,3.47,41499.423631123915
ODISHA,2021,Purdue,11295.0,144003.0,7.843586591946002,41974219,3.47,41499.423631123915
ODISHA,2021,Seattle,66862.0,144003.0,46.43097713242085,41974219,3.47,41499.423631123915
ODISHA,2022,Austin,5569.0,81931.0,6.797182995447389,41974219,3.47,23611.239193083573
ODISHA,2022,Danbury,9805.0,81931.0,11.967387191661276,41974219,3.47,23611.239193083573
ODISHA,2022,Purdue,11290.0,81931.0,13.779887954498296,41974219,3.47,23611.239193083573
ODISHA,2022,Seattle,55267.0,81931.0,67.45554185839305,41974219,3.47,23611.239193083573
ODISHA,2023,Purdue,10912.0,63166.0,17.275116360067123,41974219,3.47,18203.458213256483
ODISHA,2023,Seattle,52254.0,63166.0,82.72488363993288,41974219,3.47,18203.458213256483
ODISHA,2024,Danbury,10282.0,71881.0,14.304197214841196,41974219,3.47,20714.9855907781
ODISHA,2024,Purdue,10202.0,71881.0,14.19290215773292,41974219,3.47,20714.9855907781
ODISHA,2024,Seattle,51397.0,71881.0,71.50290062742587,41974219,3.47,20714.9855907781
PUDUCHERRY,1998,Indiana,2000.0,2000.0,100.0,1247953,0.1,20000.0
PUDUCHERRY,2002,Yale,2000.0,2000.0,100.0,1247953,0.1,20000.0
PUDUCHERRY,2018,Bangalore,3052.0,3052.0,100.0,1247953,0.1,30520.0
PUDUCHERRY,2019,Bangalore,5410.0,5410.0,100.0,1247953,0.1,54100.0
PUDUCHERRY,2020,Bangalore,15047.0,15047.0,100.0,1247953,0.1,150470.0
PUDUCHERRY,2021,Bangalore,17312.0,17312.0,100.0,1247953,0.1,173120.0
PUDUCHERRY,2022,Bangalore,14224.0,14224.0,100.0,1247953,0.1,142240.0
PUDUCHERRY,2023,Bangalore,6681.0,6681.0,100.0,1247953,0.1,66810.0
PUDUCHERRY,2024,Bangalore,10421.0,10421.0,100.0,1247953,0.1,104210.0
PUNJAB,1993,Los Angeles,2200.0,2200.0,100.0,27743338,2.29,960.6986899563319
PUNJAB,1994,Los Angeles,1200.0,1200.0,100.0,27743338,2.29,524.0174672489082
PUNJAB,1995,Los Angeles,2000.0,2000.0,100.0,27743338,2.29,873.3624454148471
PUNJAB,1996,Los Angeles,1200.0,1200.0,100.0,27743338,2.29,524.0174672489082
PUNJAB,1997,Los Angeles,1500.0,1500.0,100.0,27743338,2.29,655.0218340611353
PUNJAB,1999,Los Angeles,1500.0,1500.0,100.0,27743338,2.29,655.0218340611353
PUNJAB,2000,Los Angeles,1500.0,1500.0,100.0,27743338,2.29,655.0218340611353
PUNJAB,2002,Los Angeles,1000.0,1000.0,100.0,27743338,2.29,436.68122270742356
PUNJAB,2003,Los Angeles,1000.0,1000.0,100.0,27743338,2.29,436.68122270742356
PUNJAB,2005,CentralNJ,5000.0,6000.0,83.33333333333334,27743338,2.29,2620.0873362445413
PUNJAB,2005,Los Angeles,1000.0,6000.0,16.666666666666664,27743338,2.29,2620.0873362445413
PUNJAB,2006,CentralNJ,4600.0,5600.0,82.14285714285714,27743338,2.29,2445.414847161572
PUNJAB,2006,Los Angeles,1000.0,5600.0,17.857142857142858,27743338,2.29,2445.414847161572
PUNJAB,2007,CentralNJ,6500.0,8000.0,81.25,27743338,2.29,3493.4497816593885
PUNJAB,2007,Los Angeles,1500.0,8000.0,18.75,27743338,2.29,3493.4497816593885
PUNJAB,2008,Los Angeles,1500.0,1500.0,100.0,27743338,2.29,655.0218340611353
Bimaru,1992,Berkeley,12370412.0,2000.0,50.0,513706663,42.44,47.1253534401508
Bimaru,1992,Stanford,12370412.0,2000.0,50.0,513706663,42.44,47.1253534401508
Bimaru,1993,Stanford,12370412.0,2000.0,100.0,513706663,42.44,47.1253534401508
Bimaru,1994,Stanford,12370412.0,1500.0,100.0,513706663,42.44,35.3440150801131
Bimaru,1995,Stanford,12370412.0,1000.0,100.0,513706663,42.44,23.5626767200754
Bimaru,1996,Stanford,12370412.0,5000.0,100.0,513706663,42.44,117.81338360037701
Bimaru,1997,Indiana,12370412.0,2500.0,100.0,513706663,42.44,58.906691800188504
Bimaru,1998,Cornell,12370412.0,600.0,100.0,513706663,42.44,14.137606032045241
Bimaru,1999,Seattle,12370412.0,3000.0,100.0,513706663,42.44,70.6880301602262
Bimaru,2000,Seattle,12370412.0,14500.0,41.37931034482759,513706663,42.44,341.65881244109335
Bimaru,2000,Work an Hour,12370412.0,14500.0,58.620689655172406,513706663,42.44,341.65881244109335
Bimaru,2001,Seattle,12370412.0,15262.0,33.612894771327475,513706663,42.44,359.6135721017908
Bimaru,2001,Syracuse,12370412.0,15262.0,10.69322500327611,513706663,42.44,359.6135721017908
Bimaru,2001,Work an Hour,12370412.0,15262.0,55.693880225396406,513706663,42.44,359.6135721017908
Bimaru,2002,Boston,12370412.0,56916.0,5.270925574530887,513706663,42.44,1341.0933081998116
Bimaru,2002,Colorado,12370412.0,56916.0,1.756975191510296,513706663,42.44,1341.0933081998116
Bimaru,2002,Seattle,12370412.0,56916.0,47.61402768992902,513706663,42.44,1341.0933081998116
Bimaru,2002,Syracuse,12370412.0,56916.0,3.886429123620774,513706663,42.44,1341.0933081998116
Bimaru,2002,Work an Hour,12370412.0,56916.0,37.957692037388426,513706663,42.44,1341.0933081998116
Bimaru,2002,Yale,12370412.0,56916.0,3.513950383020592,513706663,42.44,1341.0933081998116
Bimaru,2003,Seattle,12370412.0,37681.0,35.44226533266102,513706663,42.44,887.8652214891612
Bimaru,2003,Silicon Valley,12370412.0,37681.0,17.83922931981635,513706663,42.44,887.8652214891612
Bimaru,2003,St. Louis,12370412.0,37681.0,2.653857381704307,513706663,42.44,887.8652214891612
Bimaru,2003,Syracuse,12370412.0,37681.0,6.103871977919907,513706663,42.44,887.8652214891612
Bimaru,2003,Work an Hour,12370412.0,37681.0,37.96077598789841,513706663,42.44,887.8652214891612
Bimaru,2004,Salt Lake City,12370412.0,41165.0,12.547066682861654,513706663,42.44,969.9575871819039
Bimaru,2004,Seattle,12370412.0,41165.0,29.15097777237945,513706663,42.44,969.9575871819039
Bimaru,2004,Work an Hour,12370412.0,41165.0,58.3019555447589,513706663,42.44,969.9575871819039
Bimaru,2005,Austin,12370412.0,8153.0,75.21157856003924,513706663,42.44,192.10650329877475
Bimaru,2005,Seattle,12370412.0,8153.0,24.78842143996075,513706663,42.44,192.10650329877475
Bimaru,2006,Austin,12370412.0,16003.0,31.244141723426853,513706663,42.44,377.07351555136665
Bimaru,2006,Cleveland,12370412.0,16003.0,37.511716553146286,513706663,42.44,377.07351555136665
Bimaru,2006,Silicon Valley,12370412.0,16003.0,31.244141723426853,513706663,42.44,377.07351555136665
Bimaru,2007,Atlanta,12370412.0,46609.0,11.907571499066703,513706663,42.44,1098.2327992459943
Bimaru,2007,Austin,12370412.0,46609.0,41.34394644811088,513706663,42.44,1098.2327992459943
Bimaru,2007,Cleveland,12370412.0,46609.0,10.901328069686112,513706663,42.44,1098.2327992459943
Bimaru,2007,Los Angeles,12370412.0,46609.0,4.720118432062477,513706663,42.44,1098.2327992459943
Bimaru,2007,Silicon Valley,12370412.0,46609.0,21.150421592396317,513706663,42.44,1098.2327992459943
Bimaru,2007,UIUC,12370412.0,46609.0,9.97661395867751,513706663,42.44,1098.2327992459943
Bimaru,2008,Austin,12370412.0,83154.0,33.09762609134858,513706663,42.44,1959.33081998115
Bimaru,2008,Cleveland,12370412.0,83154.0,3.2121124660268894,513706663,42.44,1959.33081998115
Bimaru,2008,Los Angeles,12370412.0,83154.0,1.202587969309955,513706663,42.44,1959.33081998115
Bimaru,2008,Princeton,12370412.0,83154.0,2.5867667219857133,513706663,42.44,1959.33081998115
Bimaru,2008,Silicon Valley,12370412.0,83154.0,46.92618515044376,513706663,42.44,1959.33081998115
Bimaru,2008,Stanford,12370412.0,83154.0,7.816821800514708,513706663,42.44,1959.33081998115
Bimaru,2008,UIUC,12370412.0,83154.0,5.157899800370397,513706663,42.44,1959.33081998115
Bimaru,2009,Ann-Arbor,12370412.0,161731.0,2.473242606550383,513706663,42.44,3810.815268614515
Bimaru,2009,Atlanta,12370412.0,161731.0,1.2366213032751916,513706663,42.44,3810.815268614515
Bimaru,2009,Austin,12370412.0,161731.0,19.764918290247387,513706663,42.44,3810.815268614515
Bimaru,2009,DC,12370412.0,161731.0,1.5457766290939894,513706663,42.44,3810.815268614515
Bimaru,2009,San Francisco,12370412.0,161731.0,2.782397932369181,513706663,42.44,3810.815268614515
Bimaru,2009,Seattle,12370412.0,161731.0,4.977400745682646,513706663,42.44,3810.815268614515
Bimaru,2009,Silicon Valley,12370412.0,161731.0,58.56329336985488,513706663,42.44,3810.815268614515
Bimaru,2009,UIUC,12370412.0,161731.0,4.32817456146317,513706663,42.44,3810.815268614515
Bimaru,2009,Work an Hour,12370412.0,161731.0,4.32817456146317,513706663,42.44,3810.815268614515
Bimaru,2010,Atlanta,12370412.0,131251.0,3.0475958278413118,513706663,42.44,3092.6248821866166
Bimaru,2010,Austin,12370412.0,131251.0,22.65506548521535,513706663,42.44,3092.6248821866166
Bimaru,2010,NYC/NJ,12370412.0,131251.0,3.8094947848016396,513706663,42.44,3092.6248821866166
Bimaru,2010,Portland,12370412.0,131251.0,6.053287213049805,513706663,42.44,3092.6248821866166
Bimaru,2010,San Francisco,12370412.0,131251.0,3.4285453063214755,513706663,42.44,3092.6248821866166
Bimaru,2010,Seattle,12370412.0,131251.0,7.695179465299312,513706663,42.44,3092.6248821866166
Bimaru,2010,Silicon Valley,12370412.0,131251.0,48.18477573504202,513706663,42.44,3092.6248821866166
Bimaru,2010,UIUC,12370412.0,131251.0,1.7142726531607377,513706663,42.44,3092.6248821866166
Bimaru,2010,Work an Hour,12370412.0,131251.0,3.411783529268349,513706663,42.44,3092.6248821866166
Bimaru,2011,Austin,12370412.0,94066.0,7.830672081304615,513706663,42.44,2216.446748350613
Bimaru,2011,NYC/NJ,12370412.0,94066.0,3.082941764293156,513706663,42.44,2216.446748350613
Bimaru,2011,Seattle,12370412.0,94066.0,14.61739629621755,513706663,42.44,2216.446748350613
Bimaru,2011,Silicon Valley,12370412.0,94066.0,56.08721535942849,513706663,42.44,2216.446748350613
Bimaru,2011,UIUC,12370412.0,94066.0,7.44158356898348,513706663,42.44,2216.446748350613
Bimaru,2011,Work an Hour,12370412.0,94066.0,10.940190929772713,513706663,42.44,2216.446748350613
Bimaru,2012,Austin,12370412.0,82085.0,2.1416824023877687,513706663,42.44,1934.1423185673893
Bimaru,2012,Seattle,12370412.0,82085.0,10.355119693001157,513706663,42.44,1934.1423185673893
Bimaru,2012,Silicon Valley,12370412.0,82085.0,75.86891636718036,513706663,42.44,1934.1423185673893
Bimaru,2012,Stanford,12370412.0,82085.0,7.979533410489127,513706663,42.44,1934.1423185673893
Bimaru,2012,UIUC,12370412.0,82085.0,3.654748126941585,513706663,42.44,1934.1423185673893
Bimaru,2013,Silicon Valley,12370412.0,80501.0,79.42510030931292,513706663,42.44,1896.81903864279
Bimaru,2013,Stanford,12370412.0,80501.0,8.152693755357078,513706663,42.44,1896.81903864279
Bimaru,2013,UIUC,12370412.0,80501.0,12.422205935329995,513706663,42.44,1896.81903864279
Bimaru,2014,NYC/NJ,12370412.0,124971.0,5.098782917636892,513706663,42.44,2944.651272384543
Bimaru,2014,Seattle,12370412.0,124971.0,24.2072160741292,513706663,42.44,2944.651272384543
Bimaru,2014,Silicon Valley,12370412.0,124971.0,36.62049595506157,513706663,42.44,2944.651272384543
Bimaru,2014,Stanford,12370412.0,124971.0,16.534235942738714,513706663,42.44,2944.651272384543
Bimaru,2014,UIUC,12370412.0,124971.0,17.53926911043362,513706663,42.44,2944.651272384543
Bimaru,2015,Austin,12370412.0,192945.0,6.524657285755008,513706663,42.44,4546.300659754948
Bimaru,2015,Seattle,12370412.0,192945.0,40.82614216486564,513706663,42.44,4546.300659754948
Bimaru,2015,Silicon Valley,12370412.0,192945.0,34.39633056052243,513706663,42.44,4546.300659754948
Bimaru,2015,Stanford,12370412.0,192945.0,11.20474746689471,513706663,42.44,4546.300659754948
Bimaru,2015,UIUC,12370412.0,192945.0,7.048122521962218,513706663,42.44,4546.300659754948
Bimaru,2016,Austin,12370412.0,218264.0,3.496224755342155,513706663,42.44,5142.884071630538
Bimaru,2016,NYC/NJ,12370412.0,218264.0,4.4240002932228855,513706663,42.44,5142.884071630538
Bimaru,2016,Seattle,12370412.0,218264.0,58.12456474727853,513706663,42.44,5142.884071630538
Bimaru,2016,Silicon Valley,12370412.0,218264.0,20.944360957372723,513706663,42.44,5142.884071630538
Bimaru,2016,Stanford,12370412.0,218264.0,6.206245647472785,513706663,42.44,5142.884071630538
Bimaru,2016,UIUC,12370412.0,218264.0,6.804603599310926,513706663,42.44,5142.884071630538
Bimaru,2017,Austin,12370412.0,292074.0,9.46849086190486,513706663,42.44,6882.045240339303
Bimaru,2017,CentralNJ,12370412.0,292074.0,3.5121236398994773,513706663,42.44,6882.045240339303
Bimaru,2017,Danbury,12370412.0,292074.0,4.65875086450694,513706663,42.44,6882.045240339303
Bimaru,2017,NYC/NJ,12370412.0,292074.0,3.728164780158453,513706663,42.44,6882.045240339303
Bimaru,2017,Seattle,12370412.0,292074.0,54.17428459910845,513706663,42.44,6882.045240339303
Bimaru,2017,Silicon Valley,12370412.0,292074.0,18.70621828714641,513706663,42.44,6882.045240339303
Bimaru,2017,UIUC,12370412.0,292074.0,5.751966967275417,513706663,42.44,6882.045240339303
Bimaru,2018,Austin,12370412.0,248009.0,7.9989032656072965,513706663,42.44,5843.75589066918
Bimaru,2018,Danbury,12370412.0,248009.0,5.984863452535997,513706663,42.44,5843.75589066918
Bimaru,2018,NYC/NJ,12370412.0,248009.0,4.493385320694007,513706663,42.44,5843.75589066918
Bimaru,2018,Seattle,12370412.0,248009.0,43.932679862424344,513706663,42.44,5843.75589066918
Bimaru,2018,Silicon Valley,12370412.0,248009.0,25.781725663181575,513706663,42.44,5843.75589066918
Bimaru,2018,Stanford,12370412.0,248009.0,5.080864000903193,513706663,42.44,5843.75589066918
Bimaru,2018,UIUC,12370412.0,248009.0,6.72757843465358,513706663,42.44,5843.75589066918
Bimaru,2019,Austin,12370412.0,156503.0,7.550653981073845,513706663,42.44,3687.6295947219605
Bimaru,2019,Danbury,12370412.0,156503.0,5.4222602761608405,513706663,42.44,3687.6295947219605
Bimaru,2019,Minnesota,12370412.0,156503.0,3.2382765825575226,513706663,42.44,3687.6295947219605
Bimaru,2019,Seattle,12370412.0,156503.0,34.74629879299439,513706663,42.44,3687.6295947219605
Bimaru,2019,Silicon Valley,12370412.0,156503.0,42.349347935822315,513706663,42.44,3687.6295947219605
Bimaru,2019,UIUC,12370412.0,156503.0,6.693162431391092,513706663,42.44,3687.6295947219605
Bimaru,2020,Austin,12370412.0,240103.0,6.354772743364307,513706663,42.44,5657.469368520265
Bimaru,2020,Danbury,12370412.0,240103.0,2.862521501189073,513706663,42.44,5657.469368520265
Bimaru,2020,Seattle,12370412.0,240103.0,50.432522709004054,513706663,42.44,5657.469368520265
Bimaru,2020,Silicon Valley,12370412.0,240103.0,30.27242475104434,513706663,42.44,5657.469368520265
Bimaru,2020,Stanford,12370412.0,240103.0,5.131131222850193,513706663,42.44,5657.469368520265
Bimaru,2020,UIUC,12370412.0,240103.0,4.946627072548031,513706663,42.44,5657.469368520265
Bimaru,2021,Austin,12370412.0,228158.0,7.788462381332234,513706663,42.44,5376.0131950989635
Bimaru,2021,Danbury,12370412.0,228158.0,4.765557201588373,513706663,42.44,5376.0131950989635
Bimaru,2021,Seattle,12370412.0,228158.0,52.58285924666241,513706663,42.44,5376.0131950989635
Bimaru,2021,Silicon Valley,12370412.0,228158.0,31.116594640556105,513706663,42.44,5376.0131950989635
Bimaru,2021,UIUC,12370412.0,228158.0,3.7465265298608856,513706663,42.44,5376.0131950989635
Bimaru,2022,Danbury,12370412.0,157206.0,6.31528058725494,513706663,42.44,3704.1941564561735
