state,year,chapter,chapter_amount
MAHARASHTRA,2006,NYC/NJ,13300.0
MAHARASHTRA,2006,Princeton,11429.0
MAHARASHTRA,2006,Seattle,34066.0
MAHARASHTRA,2006,Silicon Valley,11251.0
MAHARASHTRA,2006,Toledo,1500.0
MAHARASHTRA,2006,Work an Hour,9923.0
MAHARASHTRA,2006,Yale,2500.0
MAHARASHTRA,2007,Athens,10000.0
MAHARASHTRA,2007,Atlanta,18000.0
MAHARASHTRA,2007,Berkeley,3000.0
MAHARASHTRA,2007,Colorado,1200.0
MAHARASHTRA,2007,Los Angeles,1000.0
MAHARASHTRA,2007,Michigan State University,4000.0
MAHARASHTRA,2007,NYC/NJ,31200.0
MAHARASHTRA,2007,Princeton,5000.0
MAHARASHTRA,2007,Seattle,239620.0
MAHARASHTRA,2007,Silicon Valley,44710.0
MAHARASHTRA,2007,UFlorida,4500.0
MAHARASHTRA,2007,Work an Hour,13302.0
MAHARASHTRA,2008,Athens,6000.0
MAHARASHTRA,2008,Atlanta,16373.0
MAHARASHTRA,2008,Austin,3500.0
MAHARASHTRA,2008,Berkeley,12000.0
MAHARASHTRA,2008,Boston,3325.0
MAHARASHTRA,2008,Chicago,1639.0
MAHARASHTRA,2008,Colorado,2050.0
MAHARASHTRA,2008,Los Angeles,1001.0
MAHARASHTRA,2008,NYC/NJ,12000.0
MAHARASHTRA,2008,Princeton,4000.0
MAHARASHTRA,2008,San Francisco,10000.0
MAHARASHTRA,2008,Seattle,259186.0
MAHARASHTRA,2008,Silicon Valley,51181.0
MAHARASHTRA,2008,Toledo,11600.0
MAHARASHTRA,2008,UIUC,12000.0
MAHARASHTRA,2008,Work an Hour,12551.0
MAHARASHTRA,2009,Arizona,10500.0
MAHARASHTRA,2009,Athens,3000.0
MAHARASHTRA,2009,Atlanta,2160.0
MAHARASHTRA,2009,Austin,1750.0
MAHARASHTRA,2009,Chicago,4768.0
MAHARASHTRA,2009,Cleveland,2500.0
MAHARASHTRA,2009,Dallas,4111.0
MAHARASHTRA,2009,Minnesota,1115.0
MAHARASHTRA,2009,Mumbai,8738.0
MAHARASHTRA,2009,NYC/NJ,25023.0
MAHARASHTRA,2009,Seattle,178750.0
MAHARASHTRA,2009,Silicon Valley,3759.0
MAHARASHTRA,2009,Toledo,15800.0
MAHARASHTRA,2009,UIUC,18834.0
MAHARASHTRA,2010,Arizona,7000.0
MAHARASHTRA,2010,Athens,5000.0
MAHARASHTRA,2010,Atlanta,4790.0
MAHARASHTRA,2010,Berkeley,8000.0
MAHARASHTRA,2010,CentralNJ,6092.0
MAHARASHTRA,2010,Chicago,4474.0
MAHARASHTRA,2010,Colorado,2300.0
MAHARASHTRA,2010,Dallas,4000.0
MAHARASHTRA,2010,Los Angeles,0.0
MAHARASHTRA,2010,Mumbai,18336.0
MAHARASHTRA,2010,Munich,3483.0
MAHARASHTRA,2010,NYC/NJ,7226.0
MAHARASHTRA,2010,Purdue,6000.0
MAHARASHTRA,2010,Seattle,210667.0
MAHARASHTRA,2010,Silicon Valley,25463.0
MAHARASHTRA,2010,UIUC,14834.0
MAHARASHTRA,2010,Work an Hour,12000.0
MAHARASHTRA,2010,Yale,0.0
MAHARASHTRA,2011,Athens,3000.0
MAHARASHTRA,2011,Atlanta,1000.0
MAHARASHTRA,2011,Chicago,6020.0
MAHARASHTRA,2011,Colorado,2350.0
MAHARASHTRA,2011,Minnesota,1875.0
MAHARASHTRA,2011,NYC/NJ,3324.0
MAHARASHTRA,2011,Philadelphia,5000.0
MAHARASHTRA,2011,San Francisco,6730.0
MAHARASHTRA,2011,Seattle,122818.0
MAHARASHTRA,2011,Silicon Valley,77472.0
MAHARASHTRA,2011,UIUC,10000.0
MAHARASHTRA,2012,Athens,9000.0
MAHARASHTRA,2012,CentralNJ,12525.0
MAHARASHTRA,2012,Chicago,8647.0
MAHARASHTRA,2012,Colorado,6900.0
MAHARASHTRA,2012,Minnesota,5494.0
MAHARASHTRA,2012,Seattle,95490.0
MAHARASHTRA,2012,Silicon Valley,43866.0
MAHARASHTRA,2013,Athens,6000.0
MAHARASHTRA,2013,Chicago,5980.0
MAHARASHTRA,2013,Minnesota,5035.0
MAHARASHTRA,2013,Mumbai,20380.0
MAHARASHTRA,2013,Philadelphia,5326.0
MAHARASHTRA,2013,San Francisco,11473.0
MAHARASHTRA,2013,Seattle,272589.0
MAHARASHTRA,2013,Silicon Valley,43726.0
MAHARASHTRA,2013,St. Louis,7909.0
MAHARASHTRA,2013,Toledo,18026.0
MAHARASHTRA,2013,Zurich,6116.0
MAHARASHTRA,2014,Athens,13186.0
MAHARASHTRA,2014,Atlanta,1994.0
MAHARASHTRA,2014,Chicago,4297.0
MAHARASHTRA,2014,Cornell,5001.0
MAHARASHTRA,2014,Danbury,10298.0
MAHARASHTRA,2014,Madison,8170.0
MAHARASHTRA,2014,Minnesota,2398.0
MAHARASHTRA,2014,Mumbai,15347.0
MAHARASHTRA,2014,NYC/NJ,9996.0
MAHARASHTRA,2014,San Francisco,12088.0
MAHARASHTRA,2014,Seattle,267374.0
MAHARASHTRA,2014,Silicon Valley,16215.0
MAHARASHTRA,2014,St. Louis,10342.0
MAHARASHTRA,2014,Toledo,9994.0
MAHARASHTRA,2014,Zurich,14465.0
MAHARASHTRA,2015,Athens,8812.0
MAHARASHTRA,2015,Boston,1876.0
MAHARASHTRA,2015,Chicago,8702.0
MAHARASHTRA,2015,Cornell,3976.0
MAHARASHTRA,2015,Danbury,13369.0
MAHARASHTRA,2015,Minnesota,2353.0
MAHARASHTRA,2015,Mumbai,15761.0
MAHARASHTRA,2015,NYC/NJ,14109.0
MAHARASHTRA,2015,San Francisco,13038.0
MAHARASHTRA,2015,Seattle,112726.0
MAHARASHTRA,2015,St. Louis,12770.0
MAHARASHTRA,2015,Toledo,3363.0
MAHARASHTRA,2015,Zurich,28883.0
MAHARASHTRA,2016,Athens,47141.0
MAHARASHTRA,2016,Boston,3838.0
MAHARASHTRA,2016,Chicago,11799.0
MAHARASHTRA,2016,Cornell,3073.0
MAHARASHTRA,2016,Minnesota,4866.0
MAHARASHTRA,2016,Mumbai,15937.0
MAHARASHTRA,2016,NYC/NJ,29252.0
MAHARASHTRA,2016,San Francisco,8943.0
MAHARASHTRA,2016,Seattle,260622.0
MAHARASHTRA,2016,Silicon Valley,35685.0
MAHARASHTRA,2016,St. Louis,13635.0
MAHARASHTRA,2016,Toledo,26163.0
MAHARASHTRA,2016,Zurich,12530.0
MAHARASHTRA,2017,Athens,23496.0
MAHARASHTRA,2017,Boston,13169.0
MAHARASHTRA,2017,Chicago,12587.0
MAHARASHTRA,2017,Cornell,3009.0
MAHARASHTRA,2017,Danbury,12632.0
MAHARASHTRA,2017,Minnesota,2027.0
MAHARASHTRA,2017,Mumbai,25253.0
MAHARASHTRA,2017,Portland,3929.0
MAHARASHTRA,2017,San Francisco,7680.0
MAHARASHTRA,2017,Seattle,366326.0
MAHARASHTRA,2017,Stanford,16241.0
MAHARASHTRA,2017,Toledo,8459.0
MAHARASHTRA,2017,Zurich,42463.0
MAHARASHTRA,2018,Berkeley,5717.0
MAHARASHTRA,2018,Boston,3843.0
MAHARASHTRA,2018,Chicago,9694.0
MAHARASHTRA,2018,Danbury,11406.0
MAHARASHTRA,2018,Minnesota,24070.0
MAHARASHTRA,2018,Mumbai,38454.0
MAHARASHTRA,2018,NYC/NJ,11164.0
MAHARASHTRA,2018,Portland,12564.0
MAHARASHTRA,2018,Seattle,238160.0
MAHARASHTRA,2018,Silicon Valley,65702.0
MAHARASHTRA,2018,St. Louis,14349.0
MAHARASHTRA,2018,Stanford,44693.0
MAHARASHTRA,2018,Zurich,35960.0
MAHARASHTRA,2019,Athens,523.0
MAHARASHTRA,2019,Berkeley,8702.0
MAHARASHTRA,2019,Boston,6829.0
MAHARASHTRA,2019,Chicago,10024.0
MAHARASHTRA,2019,Danbury,8418.0
MAHARASHTRA,2019,Madison,5943.0
MAHARASHTRA,2019,Minnesota,6878.0
MAHARASHTRA,2019,Mumbai,29294.0
MAHARASHTRA,2019,NYC/NJ,7582.0
MAHARASHTRA,2019,Portland,17800.0
MAHARASHTRA,2019,Seattle,166401.0
MAHARASHTRA,2019,Silicon Valley,47516.0
MAHARASHTRA,2019,Stanford,65307.0
MAHARASHTRA,2019,Zurich,12878.0
MAHARASHTRA,2020,Berkeley,4058.0
MAHARASHTRA,2020,Boston,4044.0
MAHARASHTRA,2020,Chicago,1490.0
MAHARASHTRA,2020,Danbury,9598.0
MAHARASHTRA,2020,Minnesota,4642.0
MAHARASHTRA,2020,Mumbai,39797.0
MAHARASHTRA,2020,NYC/NJ,26635.0
MAHARASHTRA,2020,Portland,16698.0
MAHARASHTRA,2020,Seattle,176088.0
MAHARASHTRA,2020,Silicon Valley,55589.0
MAHARASHTRA,2021,Athens,10158.0
MAHARASHTRA,2021,Boston,8884.0
MAHARASHTRA,2021,Chicago,4824.0
MAHARASHTRA,2021,Danbury,9299.0
MAHARASHTRA,2021,Minnesota,2532.0
MAHARASHTRA,2021,Mumbai,22073.0
MAHARASHTRA,2021,NYC/NJ,20205.0
MAHARASHTRA,2021,Portland,12282.0
MAHARASHTRA,2021,Seattle,184695.0
MAHARASHTRA,2021,Silicon Valley,56670.0
MAHARASHTRA,2021,Zurich,18052.0
MAHARASHTRA,2022,Berkeley,8019.0
MAHARASHTRA,2022,Boston,13309.0
MAHARASHTRA,2022,Chicago,17003.0
MAHARASHTRA,2022,Danbury,11213.0
MAHARASHTRA,2022,Minnesota,2402.0
MAHARASHTRA,2022,Mumbai,44580.0
MAHARASHTRA,2022,NYC/NJ,19396.0
MAHARASHTRA,2022,Portland,10991.0
MAHARASHTRA,2022,Seattle,186619.0
MAHARASHTRA,2022,Silicon Valley,79149.0
MAHARASHTRA,2023,Berkeley,6478.0
MAHARASHTRA,2023,Boston,3011.0
MAHARASHTRA,2023,Minnesota,3346.0
MAHARASHTRA,2023,Mumbai,70038.0
MAHARASHTRA,2023,NYC/NJ,18259.0
MAHARASHTRA,2023,Portland,10347.0
MAHARASHTRA,2023,Seattle,156066.0
MAHARASHTRA,2023,Silicon Valley,73077.0
MAHARASHTRA,2023,Zurich,6425.0
MAHARASHTRA,2024,Berkeley,3505.0
MAHARASHTRA,2024,Chicago,9896.0
MAHARASHTRA,2024,Danbury,23426.0
MAHARASHTRA,2024,Minnesota,4941.0
MAHARASHTRA,2024,Mumbai,89600.0
MAHARASHTRA,2024,Seattle,132070.0
MAHARASHTRA,2024,Silicon Valley,81270.0
MAHARASHTRA,2024,Zurich,8434.0
MAHARASHTRA,2025,Chicago,13326.0
MAHARASHTRA,2025,Mumbai,23866.0
MAHARASHTRA,2025,Silicon Valley,18242.0
MAHARASHTRA,2025,Zurich,4057.0
MANIPUR,2000,Madison,2750.0
MANIPUR,2003,Seattle,4000.0
MANIPUR,2004,Stamford,2000.0
MANIPUR,2004,Syracuse,2000.0
MANIPUR,2005,Berkeley,1000.0
MANIPUR,2005,Houston,4000.0
MANIPUR,2005,Seattle,2000.0
MANIPUR,2005,Stamford,2000.0
MANIPUR,2006,Houston,4000.0
MANIPUR,2006,Stamford,6778.0
MANIPUR,2006,Work an Hour,3222.0
MANIPUR,2007,Houston,6197.0
MANIPUR,2007,Stamford,13678.0
MANIPUR,2007,Toledo,75.0
MANIPUR,2007,Work an Hour,8622.0
MANIPUR,2007,Zurich,1555.0
MANIPUR,2008,Dallas,5000.0
MANIPUR,2008,Houston,7631.0
MANIPUR,2008,Stamford,15500.0
MANIPUR,2009,Kansas City,2700.0
MANIPUR,2009,Los Angeles,2000.0
MANIPUR,2010,Dallas,3000.0
MANIPUR,2010,Houston,6500.0
MANIPUR,2010,Orlando,1400.0
MANIPUR,2010,Stamford,10900.0
MANIPUR,2010,Work an Hour,8916.0
MANIPUR,2011,Houston,2000.0
MANIPUR,2011,Stamford,17950.0
MANIPUR,2011,Work an Hour,9134.0
MANIPUR,2012,Houston,2000.0
MANIPUR,2012,Stamford,25393.0
MANIPUR,2013,Houston,28714.0
MANIPUR,2013,Stamford,16057.0
MANIPUR,2013,Zurich,5421.0
MANIPUR,2014,Hartford,6866.0
MANIPUR,2014,Houston,505.0
MANIPUR,2014,Stamford,20285.0
MANIPUR,2014,Zurich,28946.0
MANIPUR,2015,Atlanta,98725.0
MANIPUR,2015,Redlands,10817.0
MANIPUR,2015,Stamford,20432.0
MANIPUR,2015,Zurich,13689.0
MANIPUR,2016,Redlands,5539.0
MANIPUR,2016,Stamford,28651.0
MANIPUR,2016,Zurich,18985.0
MANIPUR,2017,Redlands,5469.0
MANIPUR,2017,Stamford,18816.0
MANIPUR,2018,Stamford,20270.0
MANIPUR,2019,General Funds,12103.0
MANIPUR,2019,Stamford,21421.0
MANIPUR,2020,General Funds,12425.0
MANIPUR,2020,Stamford,9474.0
MANIPUR,2021,General Funds,18832.0
MANIPUR,2021,Stamford,9523.0
MANIPUR,2022,General Funds,19180.0
MANIPUR,2022,Stamford,20585.0
MANIPUR,2023,General Funds,29479.0
MANIPUR,2023,Stamford,23064.0
MANIPUR,2024,General Funds,19156.0
MANIPUR,2024,Stamford,26936.0
ODISHA,1993,Los Angeles,2000.0
ODISHA,1994,Los Angeles,1200.0
ODISHA,1995,Los Angeles,1200.0
ODISHA,1996,Los Angeles,1200.0
ODISHA,1997,Los Angeles,1500.0
ODISHA,1999,Los Angeles,1500.0
ODISHA,1999,Silicon Valley,55173.0
ODISHA,2000,Cornell,2000.0
ODISHA,2000,Los Angeles,1800.0
ODISHA,2000,NYC/NJ,11500.0
ODISHA,2000,Yale,1500.0
ODISHA,2001,Los Angeles,5800.0
ODISHA,2001,Seattle,4000.0
ODISHA,2001,Silicon Valley,10350.0
ODISHA,2002,Detroit,1000.0
ODISHA,2002,Los Angeles,4990.0
ODISHA,2002,Silicon Valley,9668.0
ODISHA,2002,Work an Hour,5000.0
ODISHA,2002,Yale,500.0
ODISHA,2003,DC,5000.0
ODISHA,2003,Los Angeles,2050.0
ODISHA,2003,Silicon Valley,12655.0
ODISHA,2004,DC,7000.0
ODISHA,2004,Detroit,4000.0
ODISHA,2004,Silicon Valley,8755.0
ODISHA,2004,Work an Hour,42460.0
ODISHA,2004,Yale,0.0
ODISHA,2005,Detroit,6106.0
ODISHA,2005,Los Angeles,4100.0
ODISHA,2005,Silicon Valley,8755.0
ODISHA,2006,Cleveland,940.0
ODISHA,2006,Colorado,1100.0
ODISHA,2006,Detroit,5660.0
ODISHA,2006,Los Angeles,2050.0
ODISHA,2006,Seattle,30000.0
ODISHA,2006,Stanford,6590.0
ODISHA,2007,Cleveland,17908.0
ODISHA,2007,Colorado,300.0
ODISHA,2007,Detroit,6655.0
ODISHA,2007,Los Angeles,2050.0
ODISHA,2007,Mid-Hudson Valley,4660.0
ODISHA,2007,Seattle,47200.0
ODISHA,2007,Silicon Valley,7710.0
ODISHA,2007,Stanford,6951.0
ODISHA,2008,Los Angeles,3000.0
ODISHA,2008,Mid-Hudson Valley,6400.0
ODISHA,2008,Seattle,37900.0
ODISHA,2008,Stanford,14379.0
ODISHA,2009,Delaware,5000.0
ODISHA,2009,Seattle,40285.0
ODISHA,2009,Stanford,17725.0
ODISHA,2010,Los Angeles,0.0
ODISHA,2010,Seattle,44650.0
ODISHA,2010,Stanford,27458.0
ODISHA,2010,Work an Hour,4000.0
ODISHA,2011,Los Angeles,4000.0
ODISHA,2011,Mid-Hudson Valley,20400.0
ODISHA,2011,Seattle,44400.0
ODISHA,2011,Stanford,21190.0
ODISHA,2011,Work an Hour,6587.0
ODISHA,2012,Hyderabad,2810.0
ODISHA,2012,San Francisco,4810.0
ODISHA,2012,Seattle,38470.0
ODISHA,2012,Stanford,23489.0
ODISHA,2013,Athens,3976.0
ODISHA,2013,Hyderabad,4577.0
ODISHA,2013,Seattle,49065.0
ODISHA,2013,Stanford,16365.0
ODISHA,2014,Hyderabad,4355.0
ODISHA,2014,Purdue,3146.0
ODISHA,2014,Seattle,51017.0
ODISHA,2014,Stanford,41870.0
ODISHA,2015,Hyderabad,5427.0
ODISHA,2015,Purdue,11511.0
ODISHA,2015,Seattle,51007.0
ODISHA,2015,Stanford,47852.0
ODISHA,2016,Hyderabad,8671.0
ODISHA,2016,Purdue,8513.0
ODISHA,2016,Seattle,52767.0
ODISHA,2016,Stanford,32116.0
ODISHA,2017,Delaware,10461.0
ODISHA,2017,Purdue,9948.0
ODISHA,2017,Seattle,76335.0
ODISHA,2017,Stanford,36457.0
ODISHA,2018,Danbury,7974.0
ODISHA,2018,Purdue,2411.0
ODISHA,2018,Seattle,55500.0
ODISHA,2018,Stanford,31923.0
ODISHA,2019,Danbury,5163.0
ODISHA,2019,Purdue,13294.0
ODISHA,2019,Seattle,65386.0
ODISHA,2019,Stanford,43284.0
ODISHA,2020,Austin,44503.0
ODISHA,2020,Danbury,7731.0
ODISHA,2020,Purdue,7015.0
ODISHA,2020,Seattle,62333.0
ODISHA,2021,Austin,58193.0
ODISHA,2021,Danbury,7653.0
ODISHA,2021,Purdue,11295.0
ODISHA,2021,Seattle,66862.0
ODISHA,2022,Austin,5569.0
ODISHA,2022,Danbury,9805.0
ODISHA,2022,Purdue,11290.0
ODISHA,2022,Seattle,55267.0
ODISHA,2023,Purdue,10912.0
ODISHA,2023,Seattle,52254.0
ODISHA,2024,Danbury,10282.0
ODISHA,2024,Purdue,10202.0
ODISHA,2024,Seattle,51397.0
PUDUCHERRY,1998,Indiana,2000.0
PUDUCHERRY,2002,Yale,2000.0
PUDUCHERRY,2018,Bangalore,3052.0
PUDUCHERRY,2019,Bangalore,5410.0
PUDUCHERRY,2020,Bangalore,15047.0
PUDUCHERRY,2021,Bangalore,17312.0
PUDUCHERRY,2022,Bangalore,14224.0
PUDUCHERRY,2023,Bangalore,6681.0
PUDUCHERRY,2024,Bangalore,10421.0
PUNJAB,1993,Los Angeles,2200.0
PUNJAB,1994,Los Angeles,1200.0
PUNJAB,1995,Los Angeles,2000.0
PUNJAB,1996,Los Angeles,1200.0
PUNJAB,1997,Los Angeles,1500.0
PUNJAB,1999,Los Angeles,1500.0
PUNJAB,2000,Los Angeles,1500.0
PUNJAB,2002,Los Angeles,1000.0
PUNJAB,2003,Los Angeles,1000.0
PUNJAB,2005,CentralNJ,5000.0
PUNJAB,2005,Los Angeles,1000.0
PUNJAB,2006,CentralNJ,4600.0
PUNJAB,2006,Los Angeles,1000.0
PUNJAB,2007,CentralNJ,6500.0
PUNJAB,2007,Los Angeles,1500.0
PUNJAB,2008,Los Angeles,1500.0
RAJASTHAN,1992,Berkeley,1000.0
RAJASTHAN,1992,Stanford,1000.0
RAJASTHAN,1993,Stanford,2000.0
RAJASTHAN,1994,Stanford,1500.0
RAJASTHAN,1995,Stanford,1000.0
RAJASTHAN,1996,Stanford,5000.0
RAJASTHAN,1997,Indiana,2500.0
RAJASTHAN,1998,Cornell,600.0
RAJASTHAN,1999,Seattle,3000.0
RAJASTHAN,2000,Seattle,6000.0
RAJASTHAN,2000,Work an Hour,8500.0
RAJASTHAN,2001,Seattle,5130.0
RAJASTHAN,2001,Syracuse,1632.0
RAJASTHAN,2001,Work an Hour,8500.0
RAJASTHAN,2002,Boston,3000.0
RAJASTHAN,2002,Colorado,1000.0
RAJASTHAN,2002,Seattle,27100.0
RAJASTHAN,2002,Syracuse,2212.0
RAJASTHAN,2002,Work an Hour,21604.0
RAJASTHAN,2002,Yale,2000.0
RAJASTHAN,2003,Seattle,13355.0
RAJASTHAN,2003,Silicon Valley,6722.0
RAJASTHAN,2003,St. Louis,1000.0
RAJASTHAN,2003,Syracuse,2300.0
RAJASTHAN,2003,Work an Hour,14304.0
RAJASTHAN,2004,Salt Lake City,5165.0
