state,year,chapter,amount,state_total_amount,percentage,Population,% of Total,chapter_state_percentage
ANDHRA PRADESH,2002,UIUC,2200.0,75790.0,2.902757619738752,49577103,4.1,0.26704927544676127
ANDHRA PRADESH,2002,Work an Hour,16447.0,75790.0,21.70075207811057,49577103,4.1,1.9964361060331288
ANDHRA PRADESH,2003,Berkeley,5056.0,125526.0,4.027850803817536,49577103,4.1,0.5365406920908001
ANDHRA PRADESH,2003,Boston,6000.0,125526.0,4.779886238707519,49577103,4.1,0.6367175934621837
ANDHRA PRADESH,2003,CentralNJ,2620.0,125526.0,2.087216990902283,49577103,4.1,0.27803334914515354
ANDHRA PRADESH,2003,Delaware,15351.0,125526.0,12.229338941733186,49577103,4.1,1.629041962872997
ANDHRA PRADESH,2003,Houston,30645.0,125526.0,24.41326896419865,49577103,4.1,3.252035108608103
ANDHRA PRADESH,2003,NYC/NJ,3716.0,125526.0,2.960342877172857,49577103,4.1,0.3943404295509124
ANDHRA PRADESH,2003,Seattle,59513.0,125526.0,47.41089495403343,49577103,4.1,6.31549568995249
ANDHRA PRADESH,2003,Silicon Valley,2625.0,125526.0,2.0912002294345395,49577103,4.1,0.2785639471397054
ANDHRA PRADESH,2004,Berkeley,8400.0,128625.0,6.530612244897959,49577103,4.1,0.7974186419390943
ANDHRA PRADESH,2004,Boston,6400.0,128625.0,4.975704567541302,49577103,4.1,0.6075570605250242
ANDHRA PRADESH,2004,Delaware,8000.0,128625.0,6.219630709426627,49577103,4.1,0.7594463256562803
ANDHRA PRADESH,2004,NYC/NJ,3500.0,128625.0,2.7210884353741496,49577103,4.1,0.3322577674746226
ANDHRA PRADESH,2004,Seattle,41409.0,128625.0,32.1935860058309,49577103,4.1,3.9309891123876137
ANDHRA PRADESH,2004,Silicon Valley,55416.0,128625.0,43.08338192419825,49577103,4.1,5.260684697821053
ANDHRA PRADESH,2004,Toledo,5500.0,128625.0,4.275996112730807,49577103,4.1,0.5221193488886927
ANDHRA PRADESH,2005,Berkeley,1500.0,69644.0,2.153810809258515,49577103,4.1,0.10072197511764326
ANDHRA PRADESH,2005,Boston,7000.0,69644.0,10.051117109873069,49577103,4.1,0.4700358838823353
ANDHRA PRADESH,2005,CentralNJ,9000.0,69644.0,12.922864855551088,49577103,4.1,0.6043318507058596
ANDHRA PRADESH,2005,Cincinnati,1000.0,69644.0,1.4358738728390097,49577103,4.1,0.06714798341176217
ANDHRA PRADESH,2005,Cornell,1000.0,69644.0,1.4358738728390097,49577103,4.1,0.06714798341176217
ANDHRA PRADESH,2005,Delaware,15725.0,69644.0,22.57911665039343,49577103,4.1,1.0559020391499603
ANDHRA PRADESH,2005,NYC/NJ,13500.0,69644.0,19.38429728332663,49577103,4.1,0.9064977760587895
ANDHRA PRADESH,2005,Seattle,7750.0,69644.0,11.128022514502328,49577103,4.1,0.5203968714411569
ANDHRA PRADESH,2005,Silicon Valley,6585.0,69644.0,9.45522945264488,49577103,4.1,0.4421694707664539
ANDHRA PRADESH,2005,Toledo,6584.0,69644.0,9.45379357877204,49577103,4.1,0.4421023227830422
ANDHRA PRADESH,2006,Berkeley,1500.0,113190.0,1.32520540683806,49577103,4.1,0.12191692418230318
ANDHRA PRADESH,2006,Boston,44000.0,113190.0,38.87269193391643,49577103,4.1,3.5762297760142268
ANDHRA PRADESH,2006,NYC/NJ,13000.0,113190.0,11.485113525929853,49577103,4.1,1.0566133429132942
ANDHRA PRADESH,2006,Seattle,24350.0,113190.0,21.51250110433784,49577103,4.1,1.979118069226055
ANDHRA PRADESH,2006,Silicon Valley,3980.0,113190.0,3.516211679476985,49577103,4.1,0.3234862388303778
ANDHRA PRADESH,2006,Toledo,18000.0,113190.0,15.90246488205672,49577103,4.1,1.4630030901876383
ANDHRA PRADESH,2006,UFlorida,1000.0,113190.0,0.8834702712253734,49577103,4.1,0.0812779494548688
ANDHRA PRADESH,2006,Work an Hour,7360.0,113190.0,6.502341196218747,49577103,4.1,0.5982057079878343
ANDHRA PRADESH,2007,Atlanta,5600.0,153704.0,3.6433664706188513,49577103,4.1,0.24100346958923544
ANDHRA PRADESH,2007,Bangalore,1890.0,153704.0,1.2296361838338623,49577103,4.1,0.08133867098636695
ANDHRA PRADESH,2007,Boston,20730.0,153704.0,13.486961952844428,49577103,4.1,0.8921432008187232
ANDHRA PRADESH,2007,CentralNJ,2500.0,153704.0,1.6265028886691302,49577103,4.1,0.10759083463805152
ANDHRA PRADESH,2007,DC,9517.0,153704.0,6.191771196585645,49577103,4.1,0.40957678930013447
ANDHRA PRADESH,2007,Delaware,923.0,153704.0,0.6005048664966429,49577103,4.1,0.03972253614836862
ANDHRA PRADESH,2007,NYC/NJ,34000.0,153704.0,22.12043928590017,49577103,4.1,1.4632353510775007
ANDHRA PRADESH,2007,Princeton,4000.0,153704.0,2.6024046218706083,49577103,4.1,0.17214533542088242
ANDHRA PRADESH,2007,Seattle,35120.0,153704.0,22.84911258002394,49577103,4.1,1.5114360449953477
ANDHRA PRADESH,2007,Silicon Valley,30924.0,153704.0,20.119190131681677,49577103,4.1,1.330855588138842
ANDHRA PRADESH,2007,Toledo,5000.0,153704.0,3.2530057773382604,49577103,4.1,0.21518166927610305
ANDHRA PRADESH,2007,Work an Hour,3500.0,153704.0,2.2771040441367822,49577103,4.1,0.15062716849327212
ANDHRA PRADESH,2008,Bangalore,1875.0,256360.0,0.7313933530972071,49577103,4.1,0.06062793075417266
ANDHRA PRADESH,2008,Boston,28730.0,256360.0,11.20689655172414,49577103,4.1,0.9289815736359363
ANDHRA PRADESH,2008,CentralNJ,7360.0,256360.0,2.8709627086909038,49577103,4.1,0.23798483752037908
ANDHRA PRADESH,2008,Cincinnati,3230.0,256360.0,1.259946949602122,49577103,4.1,0.10444171537918809
ANDHRA PRADESH,2008,Delaware,1327.0,256360.0,0.51763145576533,49577103,4.1,0.042908407525753124
ANDHRA PRADESH,2008,Knoxville,5032.0,256360.0,1.9628647214854116,49577103,4.1,0.16270919869599829
ANDHRA PRADESH,2008,NYC/NJ,53723.0,256360.0,20.95607739116867,49577103,4.1,1.737127639416756
ANDHRA PRADESH,2008,San Francisco,7500.0,256360.0,2.9255734123888284,49577103,4.1,0.24251172301669063
ANDHRA PRADESH,2008,Seattle,56835.0,256360.0,22.16999531908254,49577103,4.1,1.8377538370204818
ANDHRA PRADESH,2008,Silicon Valley,54153.0,256360.0,21.123810266812296,49577103,4.1,1.751031644869713
ANDHRA PRADESH,2008,Work an Hour,36595.0,256360.0,14.274847870182557,49577103,4.1,1.183295533839439
ANDHRA PRADESH,2009,Bangalore,6400.0,182541.0,3.50606165190286,49577103,4.1,0.26503438614102065
ANDHRA PRADESH,2009,Boston,26450.0,182541.0,14.48989542075479,49577103,4.1,1.095337423973437
ANDHRA PRADESH,2009,CentralNJ,7876.0,182541.0,4.314647120372958,49577103,4.1,0.32615794144479354
ANDHRA PRADESH,2009,Cincinnati,4170.0,182541.0,2.284418295067957,49577103,4.1,0.17268646722000877
ANDHRA PRADESH,2009,DC,9373.0,182541.0,5.134736853638361,49577103,4.1,0.38815114082809166
ANDHRA PRADESH,2009,Knoxville,1250.0,182541.0,0.6847776663872773,49577103,4.1,0.0517645285431681
ANDHRA PRADESH,2009,NYC/NJ,30827.0,182541.0,16.88771289737648,49577103,4.1,1.2765960971201944
ANDHRA PRADESH,2009,New River Valley,2500.0,182541.0,1.3695553327745549,49577103,4.1,0.1035290570863362
ANDHRA PRADESH,2009,Princeton,4000.0,182541.0,2.191288532439288,49577103,4.1,0.1656464913381379
ANDHRA PRADESH,2009,San Francisco,7325.0,182541.0,4.012797125029445,49577103,4.1,0.30334013726296505
ANDHRA PRADESH,2009,Seattle,24530.0,182541.0,13.438076925183932,49577103,4.1,1.0158271081311308
ANDHRA PRADESH,2009,Silicon Valley,57840.0,182541.0,31.6860321790721,49577103,4.1,2.3952482647494744
ANDHRA PRADESH,2010,Bangalore,3049.0,202621.0,1.5047798599355446,49577103,4.1,0.10051861539481002
ANDHRA PRADESH,2010,Boston,18550.0,202621.0,9.155023418105724,49577103,4.1,0.6115514318050921
ANDHRA PRADESH,2010,CentralNJ,9850.0,202621.0,4.861292758401152,49577103,4.1,0.3247321619018953
ANDHRA PRADESH,2010,Chicago,10000.0,202621.0,4.935322597361576,49577103,4.1,0.32967732172781244
ANDHRA PRADESH,2010,DC,3500.0,202621.0,1.727362909076552,49577103,4.1,0.11538706260473437
ANDHRA PRADESH,2010,Dallas,1300.0,202621.0,0.641591937657005,49577103,4.1,0.04285805182461562
ANDHRA PRADESH,2010,Hyderabad,16560.0,202621.0,8.172894221230772,49577103,4.1,0.5459456447812575
ANDHRA PRADESH,2010,Kansas City,11300.0,202621.0,5.576914535018582,49577103,4.1,0.3725353735524281
ANDHRA PRADESH,2010,Knoxville,1250.0,202621.0,0.616915324670197,49577103,4.1,0.041209665215976556
ANDHRA PRADESH,2010,Minnesota,3270.0,202621.0,1.6138504893372356,49577103,4.1,0.10780448420499467
ANDHRA PRADESH,2010,NYC/NJ,23694.0,202621.0,11.69375336218852,49577103,4.1,0.7811374461018789
ANDHRA PRADESH,2010,New River Valley,2500.0,202621.0,1.233830649340394,49577103,4.1,0.08241933043195311
ANDHRA PRADESH,2010,Princeton,4260.0,202621.0,2.102447426476032,49577103,4.1,0.14044253905604812
ANDHRA PRADESH,2010,Seattle,31480.0,202621.0,15.536395536494243,49577103,4.1,1.0378242087991536
ANDHRA PRADESH,2010,Silicon Valley,54558.0,202621.0,26.92613302668529,49577103,4.1,1.7986535318825991
ANDHRA PRADESH,2010,UFlorida,5000.0,202621.0,2.467661298680788,49577103,4.1,0.16483866086390622
ANDHRA PRADESH,2010,Work an Hour,2500.0,202621.0,1.233830649340394,49577103,4.1,0.08241933043195311
ANDHRA PRADESH,2011,Atlanta,1600.0,103636.0,1.5438650661932147,49577103,4.1,0.0694474285136384
ANDHRA PRADESH,2011,Bangalore,20493.0,103636.0,19.774016750935967,49577103,4.1,0.8894913453312447
ANDHRA PRADESH,2011,Boston,18950.0,103636.0,18.285151877725887,49577103,4.1,0.8225179814584047
ANDHRA PRADESH,2011,Kansas City,13300.0,103636.0,12.833378362731096,49577103,4.1,0.5772817495196191
ANDHRA PRADESH,2011,Knoxville,2500.0,103636.0,2.412289165926898,49577103,4.1,0.10851160705255998
ANDHRA PRADESH,2011,Minnesota,3270.0,103636.0,3.1552742290323827,49577103,4.1,0.14193318202474844
ANDHRA PRADESH,2011,NYC/NJ,8257.0,103636.0,7.9673086572233585,49577103,4.1,0.3583921357731951
ANDHRA PRADESH,2011,New River Valley,2450.0,103636.0,2.36404338260836,49577103,4.1,0.10634137491150879
ANDHRA PRADESH,2011,Princeton,5048.0,103636.0,4.8708942838395926,49577103,4.1,0.2191066369605291
ANDHRA PRADESH,2011,Seattle,10450.0,103636.0,10.083368713574432,49577103,4.1,0.45357851747970074
ANDHRA PRADESH,2011,Silicon Valley,17318.0,103636.0,16.710409510208805,49577103,4.1,0.7516816043744936
ANDHRA PRADESH,2012,Bangalore,6554.0,144812.0,4.525868021987129,49577103,4.1,0.3452806551165704
ANDHRA PRADESH,2012,Boston,33800.0,144812.0,23.340607132005637,49577103,4.1,1.7806661798810008
ANDHRA PRADESH,2012,CentralNJ,11520.0,144812.0,7.955141839074111,49577103,4.1,0.6069016092375482
ANDHRA PRADESH,2012,Cincinnati,4000.0,144812.0,2.762202027456288,49577103,4.1,0.21072972542970422
ANDHRA PRADESH,2012,Kansas City,8220.0,144812.0,5.676325166422672,49577103,4.1,0.43304958575804225
ANDHRA PRADESH,2012,Minnesota,3461.0,144812.0,2.389995304256553,49577103,4.1,0.1823338949280516
ANDHRA PRADESH,2012,NYC/NJ,18760.0,144812.0,12.954727508769992,49577103,4.1,0.988322412265313
ANDHRA PRADESH,2012,New River Valley,2300.0,144812.0,1.5882661657873658,49577103,4.1,0.12116959212207994
ANDHRA PRADESH,2012,Princeton,5040.0,144812.0,3.4803745545949227,49577103,4.1,0.26551945404142735
ANDHRA PRADESH,2012,Seattle,25203.0,144812.0,17.403944424495208,49577103,4.1,1.3277553175012091
ANDHRA PRADESH,2012,Silicon Valley,20954.0,144812.0,14.469795320829764,49577103,4.1,1.1039076666635057
ANDHRA PRADESH,2012,UFlorida,5000.0,144812.0,3.45275253432036,49577103,4.1,0.2634121567871303
ANDHRA PRADESH,2013,Bangalore,27602.0,219594.0,12.569560188347587,49577103,4.1,1.0781837513857173
ANDHRA PRADESH,2013,Boston,15940.0,219594.0,7.258850423964224,49577103,4.1,0.622645061846545
ANDHRA PRADESH,2013,Hyderabad,5594.0,219594.0,2.54742843611392,49577103,4.1,0.21851169861791547
ANDHRA PRADESH,2013,Kansas City,16758.0,219594.0,7.631356047979453,49577103,4.1,0.6545976126991468
ANDHRA PRADESH,2013,Minnesota,5101.0,219594.0,2.322923212838238,49577103,4.1,0.19925423215051605
ANDHRA PRADESH,2013,New River Valley,3796.0,219594.0,1.7286446806379043,49577103,4.1,0.14827858561916465
ANDHRA PRADESH,2013,Seattle,47325.0,219594.0,21.55113527692013,49577103,4.1,1.8485995954760188
ANDHRA PRADESH,2013,Silicon Valley,25658.0,219594.0,11.684290099000885,49577103,4.1,1.0022476158631526
ANDHRA PRADESH,2013,Toledo,71820.0,219594.0,32.70581163419766,49577103,4.1,2.8054183401392008
ANDHRA PRADESH,2014,Bangalore,9567.0,154298.0,6.200339602587201,49577103,4.1,0.33581052241404485
ANDHRA PRADESH,2014,Boston,18555.0,154298.0,12.025431308247676,49577103,4.1,0.6512976108908333
ANDHRA PRADESH,2014,Kansas City,14632.0,154298.0,9.48294858002048,49577103,4.1,0.5135966932123242
ANDHRA PRADESH,2014,Minnesota,6059.0,154298.0,3.926816938651181,49577103,4.1,0.2126764874366779
ANDHRA PRADESH,2014,NYC/NJ,17473.0,154298.0,11.324190851469234,49577103,4.1,0.6133184131013489
ANDHRA PRADESH,2014,San Francisco,6731.0,154298.0,4.36233781384075,49577103,4.1,0.23626430713587707
ANDHRA PRADESH,2014,Seattle,71841.0,154298.0,46.559903563234776,49577103,4.1,2.5216853497175076
ANDHRA PRADESH,2014,Silicon Valley,9440.0,154298.0,6.118031341948696,49577103,4.1,0.3313527052982736
ANDHRA PRADESH,2015,Bangalore,39268.0,258982.0,15.16244372195751,49577103,4.1,1.328529587593534
ANDHRA PRADESH,2015,Boston,27479.0,258982.0,10.610389911267964,49577103,4.1,0.92967975291542
ANDHRA PRADESH,2015,Kansas City,8235.0,258982.0,3.179757666555977,49577103,4.1,0.2786095842373625
ANDHRA PRADESH,2015,London,9665.0,258982.0,3.731919592867458,49577103,4.1,0.32698987633929677
ANDHRA PRADESH,2015,Minnesota,52302.0,258982.0,20.19522592303712,49577103,4.1,1.7695007255352198
ANDHRA PRADESH,2015,NYC/NJ,8680.0,258982.0,3.3515842799885704,49577103,4.1,0.29366498982153083
ANDHRA PRADESH,2015,New River Valley,1348.0,258982.0,0.5204994941733402,49577103,4.1,0.04560603758979535
ANDHRA PRADESH,2015,San Francisco,6555.0,258982.0,2.5310639349452857,49577103,4.1,0.22177119911061463
ANDHRA PRADESH,2015,Seattle,80471.0,258982.0,31.072043616930905,49577103,4.1,2.7225248151991255
ANDHRA PRADESH,2015,Silicon Valley,18257.0,258982.0,7.049524677390706,49577103,4.1,0.6176776174160932
ANDHRA PRADESH,2015,UFlorida,6722.0,258982.0,2.5955471808851582,49577103,4.1,0.22742120525119014
ANDHRA PRADESH,2016,Bangalore,7552.0,314592.0,2.4005696266910794,49577103,4.1,0.20166491046580004
ANDHRA PRADESH,2016,Boston,12027.0,314592.0,3.8230469942020138,49577103,4.1,0.32116311946135817
ANDHRA PRADESH,2016,Frankfurt,4354.0,314592.0,1.3840148509815888,49577103,4.1,0.1162670842383598
ANDHRA PRADESH,2016,Kansas City,31188.0,314592.0,9.913793103448276,49577103,4.1,0.8328290820454675
ANDHRA PRADESH,2016,London,9602.0,314592.0,3.052207303427932,49577103,4.1,0.2564071067654412
ANDHRA PRADESH,2016,Minnesota,75076.0,314592.0,23.864561082290717,49577103,4.1,2.0047927460448096
ANDHRA PRADESH,2016,NYC/NJ,22039.0,314592.0,7.005581832977318,49577103,4.1,0.5885186654867276
ANDHRA PRADESH,2016,San Francisco,8395.0,314592.0,2.6685357542467703,49577103,4.1,0.22417596972462805
ANDHRA PRADESH,2016,Seattle,122406.0,314592.0,38.9094446139762,49577103,4.1,3.2686698928067686
ANDHRA PRADESH,2016,Silicon Valley,8740.0,314592.0,2.7782016071610216,49577103,4.1,0.2333886808092018
ANDHRA PRADESH,2016,UFlorida,13213.0,314592.0,4.200043230597091,49577103,4.1,0.3528334827839798
ANDHRA PRADESH,2017,Bangalore,71836.0,244402.0,29.392558162371827,49577103,4.1,1.6687085325836737
ANDHRA PRADESH,2017,Boston,25313.0,244402.0,10.357116553874354,49577103,4.1,0.5880062793765038
ANDHRA PRADESH,2017,Frankfurt,9433.0,244402.0,3.859624716655347,49577103,4.1,0.21912310802190815
ANDHRA PRADESH,2017,Kansas City,9162.0,244402.0,3.748741826989959,49577103,4.1,0.2128279355132749
ANDHRA PRADESH,2017,NYC/NJ,10258.0,244402.0,4.197183329105327,49577103,4.1,0.23828737857402033
ANDHRA PRADESH,2017,San Diego,5142.0,244402.0,2.103910769960966,49577103,4.1,0.11944567173207375
ANDHRA PRADESH,2017,Seattle,89715.0,244402.0,36.707964746606,49577103,4.1,2.0840273122215085
ANDHRA PRADESH,2017,Silicon Valley,23543.0,244402.0,9.632899894436216,49577103,4.1,0.546890208010154
ANDHRA PRADESH,2018,Austin,10254.0,221790.0,4.623292303530366,49577103,4.1,0.2830369918914622
ANDHRA PRADESH,2018,Bangalore,9029.0,221790.0,4.070968032823842,49577103,4.1,0.24922381507587402
ANDHRA PRADESH,2018,Boston,25831.0,221790.0,11.64660264213896,49577103,4.1,0.7130025880191496
ANDHRA PRADESH,2018,Danbury,7342.0,221790.0,3.3103386085937143,49577103,4.1,0.2026582401469783
ANDHRA PRADESH,2018,Frankfurt,8648.0,221790.0,3.899183912710221,49577103,4.1,0.2387072270213931
ANDHRA PRADESH,2018,Kansas City,16400.0,221790.0,7.394382073132243,49577103,4.1,0.4526825304290989
ANDHRA PRADESH,2018,San Diego,2522.0,221790.0,1.1371116822219216,49577103,4.1,0.06961374035013337
ANDHRA PRADESH,2018,Seattle,108706.0,221790.0,49.01303034401912,49577103,4.1,3.0005675093186355
ANDHRA PRADESH,2018,Silicon Valley,33058.0,221790.0,14.905090400829613,49577103,4.1,0.9124865299344604
ANDHRA PRADESH,2019,Austin,10709.0,150777.0,7.102542164919052,49577103,4.1,0.3271434017781644
ANDHRA PRADESH,2019,Bangalore,15163.0,150777.0,10.05657361533921,49577103,4.1,0.4632062191766092
ANDHRA PRADESH,2019,Boston,13184.0,150777.0,8.74403921022437,49577103,4.1,0.4027508272521543
ANDHRA PRADESH,2019,Frankfurt,8788.0,150777.0,5.828475165310358,49577103,4.1,0.26845982022845355
ANDHRA PRADESH,2019,Kansas City,9497.0,150777.0,6.298706036066509,49577103,4.1,0.29011867463696217
ANDHRA PRADESH,2019,Seattle,77077.0,150777.0,51.1198657620194,49577103,4.1,2.3545832457610967
ANDHRA PRADESH,2019,Silicon Valley,16359.0,150777.0,10.849798046121093,49577103,4.1,0.49974217104202
ANDHRA PRADESH,2020,Austin,11147.0,153822.0,7.246687729973606,49577103,4.1,0.34396316412785416
ANDHRA PRADESH,2020,Bangalore,16421.0,153822.0,10.675326026186111,49577103,4.1,0.5067030697177263
ANDHRA PRADESH,2020,Boston,6774.0,153822.0,4.403791395249054,49577103,4.1,0.20902543050166722
ANDHRA PRADESH,2020,Frankfurt,9881.0,153822.0,6.423658514386759,49577103,4.1,0.304898181102299
ANDHRA PRADESH,2020,Kansas City,17127.0,153822.0,11.134298084799314,49577103,4.1,0.5284881234428779
ANDHRA PRADESH,2020,Seattle,55892.0,153822.0,36.33550467423385,49577103,4.1,1.7246603722467053
ANDHRA PRADESH,2020,Silicon Valley,11681.0,153822.0,7.5938422332306175,49577103,4.1,0.3604408109964533
ANDHRA PRADESH,2020,Stanford,24899.0,153822.0,16.186891341940683,49577103,4.1,0.7683088565191928
ANDHRA PRADESH,2021,Bangalore,21559.0,171638.0,12.560738298045887,49577103,4.1,0.66163177133731
ANDHRA PRADESH,2021,Boston,16175.0,171638.0,9.423903797527354,49577103,4.1,0.49640029228540233
ANDHRA PRADESH,2021,Danbury,9414.0,171638.0,5.484799403395519,49577103,4.1,0.28890957351312385
ANDHRA PRADESH,2021,Frankfurt,12153.0,171638.0,7.080599867162284,49577103,4.1,0.37296771265190076
ANDHRA PRADESH,2021,Kansas City,18134.0,171638.0,10.565259441382445,49577103,4.1,0.5565207357220086
ANDHRA PRADESH,2021,London,4110.0,171638.0,2.3945746279961315,49577103,4.1,0.1261332427383619
ANDHRA PRADESH,2021,Seattle,90093.0,171638.0,52.49012456449038,49577103,4.1,2.764895921661129
ANDHRA PRADESH,2022,Bangalore,15685.0,168675.0,9.29894768045057,49577103,4.1,0.5228199142888665
ANDHRA PRADESH,2022,Boston,17508.0,168675.0,10.379724321920854,49577103,4.1,0.5835850213177862
ANDHRA PRADESH,2022,Danbury,12598.0,168675.0,7.468800948569735,49577103,4.1,0.4199225553210801
ANDHRA PRADESH,2022,Frankfurt,7504.0,168675.0,4.448792055728472,49577103,4.1,0.2501269134092225
ANDHRA PRADESH,2022,Kansas City,25927.0,168675.0,15.370979694679116,49577103,4.1,0.8642111519137675
ANDHRA PRADESH,2022,Seattle,89453.0,168675.0,53.03275529865126,49577103,4.1,2.9816901366198265
ANDHRA PRADESH,2023,Bangalore,9523.0,164235.0,5.79839863610071,49577103,4.1,0.3133464599056045
ANDHRA PRADESH,2023,Boston,17876.0,164235.0,10.884403446281244,49577103,4.1,0.5881950348915873
ANDHRA PRADESH,2023,Danbury,11691.0,164235.0,7.118458306694675,49577103,4.1,0.384682711619912
ANDHRA PRADESH,2023,Frankfurt,6326.0,164235.0,3.851797728864128,49577103,4.1,0.20815181196711688
ANDHRA PRADESH,2023,Kansas City,31930.0,164235.0,19.441653727889918,49577103,4.1,1.050630312379077
ANDHRA PRADESH,2023,Seattle,86889.0,164235.0,52.90528815416933,49577103,4.1,2.859010874171802
ANDHRA PRADESH,2024,Kansas City,23382.0,70536.0,33.14903028240898,49577103,4.1,2.6597081851262456
ANDHRA PRADESH,2024,Seattle,47154.0,70536.0,66.85096971759101,49577103,4.1,5.363778965077538
ASSAM,2000,Berkeley,2320.0,4820.0,48.13278008298755,31205576,2.58,0.4389242571869117
ASSAM,2000,St. Louis,2500.0,4820.0,51.867219917012456,31205576,2.58,0.4729787254169307
ASSAM,2001,Detroit,2500.0,10870.0,22.999080036798528,31205576,2.58,0.325754969717818
ASSAM,2001,Seattle,2500.0,10870.0,22.999080036798528,31205576,2.58,0.325754969717818
ASSAM,2001,Silicon Valley,5870.0,10870.0,54.00183992640294,31205576,2.58,0.7648726688974367
ASSAM,2002,Silicon Valley,4800.0,4800.0,100.0,31205576,2.58,0.5826529646111156
ASSAM,2003,Detroit,5000.0,21536.0,23.216939078751857,31205576,2.58,0.5305979945518198
ASSAM,2003,Seattle,2500.0,21536.0,11.608469539375928,31205576,2.58,0.2652989972759099
ASSAM,2003,Silicon Valley,14036.0,21536.0,65.17459138187222,31205576,2.58,1.4894946903058686
