state,year,state_total_amount,state_percentage,pop_adj_units,total_amount,tn_pop_adj_units,ratio_to_tn
KARNATAKA,2019,2119660,6.475233756775648,1.2822245062922075,3273488.0,2.966142192206973,2.3132783515299744
KARNATAKA,2020,1045814,4.610099995248019,0.9128910881679246,3240754.0,2.9437024335205977,3.22459324192582
KARNATAKA,2021,1158912,5.927710000340652,1.173803960463495,3258459.0,3.067395729538567,2.613209558713158
KARNATAKA,2022,844794,4.693179541725096,0.92934248350992,3000077.0,3.784645590069676,4.072390595742391
KARNATAKA,2023,440216,3.6212360914051662,0.7170764537435973,3039128.0,3.8763492279726512,5.405768391551042
KARNATAKA,2024,95684,5.442039132358646,1.0776315113581476,879119.0,1.9033316690425837,1.766217532599617
KERALA,1998,2000,1.8471484645578389,0.669256690057188,108275.0,5.5151018333568365,8.240637583892617
KERALA,1999,7806,0.9408968292042031,0.3409046482623925,414817.0,4.070000431822988,11.938823517273754
KERALA,2000,2000,0.3783829803335446,0.1370952827295451,528565.0,4.530945728262485,33.04961073825504
KERALA,2001,105800,3.4464875796145145,1.2487273839183024,767448.0,3.511551122559496,2.812103880945433
KERALA,2002,174415,4.234309034276988,1.5341699399554307,823818.0,3.083612606752703,2.009955042426581
KERALA,2003,118550,2.5160956901647293,0.9116288732480904,942333.0,3.94469339936166,4.327082560808879
KERALA,2004,2200,0.208847739555477,0.0756694708534337,1053399.0,4.236254679331402,55.98366992068336
KERALA,2005,73000,1.22545069726466,0.4440038758205289,1489248.0,5.866683258077118,13.213135239496184
KERALA,2006,508095,4.588546636474618,1.6625168972734123,1230346.0,3.639192912362067,2.1889659698078705
KERALA,2007,190000,2.044225858122979,0.7406615427981809,2323618.0,3.752486698581218,5.066398728364534
KERALA,2008,57954,0.6246455286981906,0.2263208437312285,3092634.0,3.4415234661526317,15.206391993835426
KERALA,2009,424445,2.510993750571998,0.9097803444101444,2414781.0,3.316480387042699,3.645363858891607
KERALA,2010,21924,0.361392280078028,0.130939231912329,3033269.0,3.667682330216661,28.01056854123274
KERALA,2011,19460,0.4223271746485635,0.1530170922639722,2303901.0,3.5039927275491825,22.89935507011458
KERALA,2012,71284,0.9388536092206898,0.3401643511669166,1898166.0,3.238926487055499,9.52165174259009
KERALA,2013,4950,0.1933559006361604,0.0700564857377393,2560046.0,3.402931460538406,48.57411022981492
KERALA,2014,24826,0.4357077469139269,0.1578651256934518,2848928.0,3.2665648460372725,20.692124569554434
KERALA,2015,68746,1.162920126167682,0.4213478717998848,2955749.0,3.3918315406902813,8.049955316497243
KERALA,2016,95103,0.8465279828755727,0.3067130372737583,3744826.0,3.413461344251057,11.129169384490018
KERALA,2017,19455,0.4519283437470818,0.1637421535315514,4304886.0,3.294403197051509,20.119456877771626
KERALA,2018,22662,0.3127649848958609,0.1133206467013989,3622848.0,3.020362829531245,26.653243847874723
KERALA,2019,136665,1.3916348555424674,0.5042155273704592,3273488.0,2.966142192206973,5.882687127220653
KERALA,2020,123378,1.2690256650149934,0.459791907614128,3240754.0,2.9437024335205977,6.402249332302399
KERALA,2021,58780,0.9019600983164128,0.3267971370711641,3258459.0,3.067395729538567,9.386238071206249
KERALA,2022,54738,0.9122765849009876,0.3305349945293433,3000077.0,3.784645590069676,11.450060213620416
KERALA,2023,46084,0.7581780036905322,0.2747021752501928,3039128.0,3.8763492279726512,14.111097680395709
MADHYA PRADESH,1994,1300,6.11189468735308,1.0186491145588463,21270.0,5.427185783297521,5.327826535880229
MADHYA PRADESH,2000,26700,1.6838042624842733,0.2806340437473789,528565.0,4.530945728262485,16.14538873388131
MADHYA PRADESH,2001,42600,1.8502882279972064,0.3083813713328677,767448.0,3.511551122559496,11.387040362983269
MADHYA PRADESH,2002,38000,2.306334651585666,0.3843891085976109,823818.0,3.083612606752703,8.022112327799364
MADHYA PRADESH,2003,12480,0.6621862972006711,0.1103643828667785,942333.0,3.94469339936166,35.74244966442954
MADHYA PRADESH,2004,7137,0.6775210532761091,0.1129201755460181,1053399.0,4.236254679331402,37.51548081507375
MADHYA PRADESH,2005,57594,1.2891069855390105,0.2148511642565017,1489248.0,5.866683258077118,27.305801569095216
MADHYA PRADESH,2006,5915,0.4807590710255489,0.0801265118375915,1230346.0,3.639192912362067,45.41808733342032
MADHYA PRADESH,2007,132945,1.9071551347941011,0.3178591891323502,2323618.0,3.752486698581218,11.805500129866493
MADHYA PRADESH,2008,108060,1.1647029684081596,0.1941171614013599,3092634.0,3.4415234661526317,17.729104636126838
MADHYA PRADESH,2009,8088,0.1674686027428574,0.0279114337904762,2414781.0,3.316480387042699,118.82157011132591
MADHYA PRADESH,2010,311512,2.567461046151858,0.427910174358643,3033269.0,3.667682330216661,8.571150091754252
MADHYA PRADESH,2011,179980,1.9529919037319745,0.3254986506219958,2303901.0,3.5039927275491825,10.764999243018053
MADHYA PRADESH,2012,105292,2.773519281243052,0.4622532135405087,1898166.0,3.238926487055499,7.006823083495258
MADHYA PRADESH,2013,128211,1.6693840657550685,0.2782306776258447,2560046.0,3.402931460538406,12.230611985622067
MADHYA PRADESH,2014,252336,2.952408765683092,0.4920681276138486,2848928.0,3.2665648460372725,6.638440213304601
MADHYA PRADESH,2015,37490,0.6341878150005296,0.1056979691667549,2955749.0,3.3918315406902813,32.089845882839455
MADHYA PRADESH,2016,460470,4.098721809771669,0.6831203016286115,3744826.0,3.413461344251057,4.996867076140325
MADHYA PRADESH,2017,226340,2.6288733313727706,0.438145555228795,4304886.0,3.294403197051509,7.5189697983612005
MADHYA PRADESH,2018,141314,1.9503164361298075,0.3250527393549679,3622848.0,3.020362829531245,9.29191624572932
MADHYA PRADESH,2019,59899,1.8298218902895016,0.3049703150482503,3273488.0,2.966142192206973,9.726002977495336
MADHYA PRADESH,2020,341180,2.631949231567716,0.4386582052612858,3240754.0,2.9437024335205977,6.710697299659966
MADHYA PRADESH,2021,93254,1.430952483980925,0.2384920806634874,3258459.0,3.067395729538567,12.861625094657404
MADHYA PRADESH,2022,10720,0.3573241620131749,0.0595540270021958,3000077.0,3.784645590069676,63.54978463387763
MADHYA PRADESH,2023,133872,1.4683159116694,0.2447193186115666,3039128.0,3.8763492279726512,15.839980472180985
MADHYA PRADESH,2024,50908,2.895398688914698,0.4825664481524496,879119.0,1.9033316690425837,3.9441856687916568
MAHARASHTRA,1991,500,33.33333333333333,3.5919540229885056,1500.0,11.185682326621922,3.114093959731543
MAHARASHTRA,1992,900,18.367346938775512,1.9792399718508096,4900.0,6.848376934666484,3.4601043997017147
MAHARASHTRA,1993,1620,13.705583756345176,1.4768948013302994,11820.0,5.6780113333106215,3.8445604441130166
MAHARASHTRA,1994,240,1.1283497884344147,0.1215894168571567,21270.0,5.427185783297521,44.63534675615215
MAHARASHTRA,1995,7040,11.843079200592154,1.2761938793741543,29722.0,3.755155718156031,2.9424649176327033
MAHARASHTRA,1996,3071,6.880096782865848,0.7413897395329577,44636.0,4.723141581929535,6.370659492677768
MAHARASHTRA,1997,52848,15.114975403271936,1.6287689012146485,87410.0,5.829581951598922,3.5791338766669307
MAHARASHTRA,1998,37400,6.908335257446318,0.7444326786041291,108275.0,5.5151018333568365,7.408462836019093
MAHARASHTRA,1999,374780,9.034827405819916,0.9735805394202496,414817.0,4.070000431822988,4.180445548189165
MAHARASHTRA,2000,878733,18.472089525413143,1.990526888514348,528565.0,4.530945728262485,2.276254470314745
MAHARASHTRA,2001,1855920,16.122004357298476,1.7372849522950944,767448.0,3.511551122559496,2.0212867888600843
MAHARASHTRA,2002,1144198,12.626332515191462,1.3605961762059766,823818.0,3.083612606752703,2.266368714449396
MAHARASHTRA,2003,2142495,15.157380671164017,1.6333384343926742,942333.0,3.94469339936166,2.4151108651456052
MAHARASHTRA,2004,2118760,14.36682586560268,1.5481493389658063,1053399.0,4.236254679331402,2.736334649835075
MAHARASHTRA,2005,3335956,17.230978319259115,1.856786456816715,1489248.0,5.866683258077118,3.15958964292264
MAHARASHTRA,2006,1442922,9.021364721793708,0.9721298191588048,1230346.0,3.639192912362067,3.7435256491886064
MAHARASHTRA,2007,4506384,16.161520525318707,1.7415431600558953,2323618.0,3.752486698581218,2.1546906126982126
MAHARASHTRA,2008,6694496,13.529114664069526,1.4578787353523197,3092634.0,3.4415234661526317,2.360637673558585
MAHARASHTRA,2009,3931312,11.628714984919956,1.253094287168099,2414781.0,3.316480387042699,2.6466327562131826
MAHARASHTRA,2010,6113970,11.197984748467745,1.2066793909986793,3033269.0,3.667682330216661,3.0394836918373085
MAHARASHTRA,2011,2635479,10.39927496884632,1.120611526815336,2303901.0,3.5039927275491825,3.126857652006466
MAHARASHTRA,2012,1273454,9.584093277405664,1.0327686721342313,1898166.0,3.238926487055499,3.1361587298753077
MAHARASHTRA,2013,4428160,15.724717446483382,1.694473862767606,2560046.0,3.402931460538406,2.008252552789663
MAHARASHTRA,2014,6017475,14.081261442900628,1.5173773106573951,2848928.0,3.2665648460372725,2.152770324885148
MAHARASHTRA,2015,3116594,8.110905222331125,0.874019959302923,2955749.0,3.3918315406902813,3.880725496698549
MAHARASHTRA,2016,6155292,12.643684913531365,1.3624660467167418,3744826.0,3.413461344251057,2.5053551627776596
MAHARASHTRA,2017,6984523,12.480493095519831,1.3448807214999825,4304886.0,3.294403197051509,2.4495876432648767
MAHARASHTRA,2018,6705088,14.236755171621883,1.5341331003902894,3622848.0,3.020362829531245,1.9687749575071765
MAHARASHTRA,2019,5517330,12.038993269564452,1.2973053092203075,3273488.0,2.966142192206973,2.286387152758707
MAHARASHTRA,2020,3386390,10.44938924707028,1.1260117723136078,3240754.0,2.9437024335205977,2.6142732304407392
MAHARASHTRA,2021,3846414,10.731268983283202,1.1563867438882762,3258459.0,3.067395729538567,2.6525690870725875
MAHARASHTRA,2022,3926810,13.08903071487832,1.4104558959998188,3000077.0,3.784645590069676,2.683278222880471
MAHARASHTRA,2023,3123423,11.419295271538417,1.2305275077088809,3039128.0,3.8763492279726512,3.1501524376241097
MAHARASHTRA,2024,801575,18.235870229172612,1.965072222971187,879119.0,1.9033316690425837,0.9685810255689983
MANIPUR,2000,2750,0.5202765979586238,2.4775076093267803,528565.0,4.530945728262485,1.8288322147651006
MANIPUR,2003,4000,0.4244783956414558,2.0213256935307418,942333.0,3.94469339936166,1.9515377516778527
MANIPUR,2004,8000,0.3797231628281401,1.808205537276858,1053399.0,4.236254679331402,2.3427948825503355
MANIPUR,2005,36000,0.6043318507058596,2.8777707176469502,1489248.0,5.866683258077118,2.0386208053691277
MANIPUR,2006,42000,1.137891292368163,5.41852996365792,1230346.0,3.639192912362067,0.671619966442953
MANIPUR,2007,150635,1.296555630056231,6.174074428839198,2323618.0,3.752486698581218,0.6077812539889856
MANIPUR,2008,84393,0.9096129706910032,4.331490336623824,3092634.0,3.4415234661526317,0.7945356444763821
MANIPUR,2009,9400,0.194634627322312,0.9268315586776764,2414781.0,3.316480387042699,3.57829894331001
MANIPUR,2010,153580,1.0126368614191488,4.822080292472137,3033269.0,3.667682330216661,0.7606016714284841
MANIPUR,2011,87252,1.2623806318066615,6.0113363419364845,2303901.0,3.5039927275491825,0.5828974670913873
MANIPUR,2012,54786,1.443129842173972,6.872046867495106,1898166.0,3.238926487055499,0.471319033398284
MANIPUR,2013,150576,1.9605897706525588,9.336141765012185,2560046.0,3.402931460538406,0.3644901230282427
MANIPUR,2014,226408,1.9867823967471276,9.460868555938704,2848928.0,3.2665648460372725,0.3452711372875812
MANIPUR,2015,574652,4.860460072895228,23.14504796616776,2955749.0,3.3918315406902813,0.1465467492505648
MANIPUR,2016,159525,1.4199591649919114,6.761710309485293,3744826.0,3.413461344251057,0.5048221807820826
MANIPUR,2017,48570,0.5641264367976295,2.686316365702998,4304886.0,3.294403197051509,1.2263645634267568
MANIPUR,2018,20270,0.5595045665730386,2.6643074598716123,3622848.0,3.020362829531245,1.1336389943812228
MANIPUR,2019,67048,1.0241063966020345,4.876697126676354,3273488.0,2.966142192206973,0.6082276826218459
MANIPUR,2020,43798,0.6757378066956023,3.2177990795028686,3240754.0,2.9437024335205977,0.9148185951918983
MANIPUR,2021,56710,0.8701966174808399,4.143793416575428,3258459.0,3.067395729538567,0.7402385739763947
MANIPUR,2022,79530,1.325465979706521,6.311742760507243,3000077.0,3.784645590069676,0.5996197458727743
MANIPUR,2023,105086,1.7288840746424632,8.232781307821254,3039128.0,3.8763492279726512,0.470843216045356
ODISHA,1993,2000,16.920473773265652,4.876217225724972,11820.0,5.6780113333106215,1.1644295302013423
ODISHA,1994,1200,5.6417489421720735,1.6258642484645744,21270.0,5.427185783297521,3.338031319910515
ODISHA,1995,1200,4.037413363838234,1.1635197013943035,29722.0,3.755155718156031,3.2274105145413876
ODISHA,1996,1200,2.688412940227619,0.7747587723998901,44636.0,4.723141581929535,6.096273769574945
ODISHA,1997,1500,1.7160507951035349,0.4945391340356008,87410.0,5.829581951598922,11.787908277404924
ODISHA,1999,113346,13.662169101073486,3.937224524805039,414817.0,4.070000431822988,1.0337232246170984
ODISHA,2000,67200,3.1784170348017744,0.9159703270322116,528565.0,4.530945728262485,4.946607542345798
ODISHA,2001,60450,2.625585055925613,0.7566527538690527,767448.0,3.511551122559496,4.640901793595018
ODISHA,2002,105790,2.56828571359208,0.740139975098582,823818.0,3.083612606752703,4.166255992782967
ODISHA,2003,59115,2.0910866965287216,0.6026186445327728,942333.0,3.94469339936166,6.5459199365132354
ODISHA,2004,311075,5.906119143838184,1.7020516264663357,1053399.0,4.236254679331402,2.488910802386399
ODISHA,2005,56883,1.2731929134704227,0.3669143842854244,1489248.0,5.866683258077118,15.989243020555438
ODISHA,2006,278040,3.766420177738621,1.0854236823454235,1230346.0,3.639192912362067,3.3527856186980967
ODISHA,2007,747472,4.021056817428683,1.158805999258986,2323618.0,3.752486698581218,3.2382354777079128
ODISHA,2008,246716,1.9943840751928612,0.5747504539460695,3092634.0,3.4415234661526317,5.987856890802143
ODISHA,2009,189030,2.6093463548040177,0.7519730129118206,2414781.0,3.316480387042699,4.410371556022321
ODISHA,2010,304432,2.509108160206035,0.7230859251314222,3033269.0,3.667682330216661,5.072263478991176
ODISHA,2011,482885,4.191890189726035,1.208037518653036,2303901.0,3.5039927275491825,2.900566144217226
ODISHA,2012,278316,3.665590891418348,1.056366251129207,1898166.0,3.238926487055499,3.0661018217812575
ODISHA,2013,295932,2.889909009447486,0.8328268038753562,2560046.0,3.402931460538406,4.086001368716395
ODISHA,2014,401552,3.5237113749452424,1.0154787824049691,2848928.0,3.2665648460372725,3.216773114944886
ODISHA,2015,463188,3.9176871919773975,1.1290164818378663,2955749.0,3.3918315406902813,3.004235629199051
ODISHA,2016,408268,2.7255471949831582,0.7854602867386623,3744826.0,3.413461344251057,4.345810223485915
ODISHA,2017,532804,3.0941818203780542,0.8916950491003038,4304886.0,3.294403197051509,3.694540191038935
ODISHA,2018,391232,2.6997544473298354,0.7780272182506729,3622848.0,3.020362829531245,3.882078619720105
ODISHA,2019,508508,3.883533405346224,1.119173892030612,3273488.0,2.966142192206973,2.6502960919015455
ODISHA,2020,486328,3.7516577932172575,1.081169392857999,3240754.0,2.9437024335205977,2.722702337826191
ODISHA,2021,576012,4.419358966922708,1.2735904803811835,3258459.0,3.067395729538567,2.40846314163757
ODISHA,2022,327724,2.730963238610209,0.7870211062277258,3000077.0,3.784645590069676,4.808823499295816
ODISHA,2023,126332,2.078425127207541,0.5989697772932395,3039128.0,3.8763492279726512,6.471694190464796
ODISHA,2024,51397,5.846421246725415,1.6848476215347017,879119.0,1.9033316690425837,1.1296758500385147
PUDUCHERRY,1998,2000,1.8471484645578389,18.47148464557839,108275.0,5.5151018333568365,0.2985738255033557
PUDUCHERRY,2002,2000,0.2427720685879648,2.427720685879648,823818.0,3.083612606752703,1.2701677852348994
PUDUCHERRY,2018,3052,0.0842431148091225,0.8424311480912255,3622848.0,3.020362829531245,3.5852933932639615
PUDUCHERRY,2019,5410,0.1652671401269838,1.652671401269838,3273488.0,2.966142192206973,1.7947561686660296
PUDUCHERRY,2020,15047,0.4643055288985218,4.6430552889852175,3240754.0,2.9437024335205977,0.634001158785247
PUDUCHERRY,2021,17312,0.5312940871743361,5.312940871743361,3258459.0,3.067395729538567,0.5773442249004453
PUDUCHERRY,2022,14224,0.4741211642234516,4.741211642234515,3000077.0,3.784645590069676,0.7982443889144731
PUDUCHERRY,2023,6681,0.2198327941435832,2.1983279414358328,3039128.0,3.8763492279726512,1.763317089733583
PUNJAB,1993,2200,18.61252115059222,8.127738493708392,11820.0,5.6780113333106215,0.6985967053081147
PUNJAB,1994,1200,5.6417489421720735,2.4636458262760144,21270.0,5.427185783297521,2.202908277404922
PUNJAB,1995,2000,6.729022273063724,2.9384376738269538,29722.0,3.755155718156031,1.277942953020134
PUNJAB,1996,1200,2.688412940227619,1.1739794498810563,44636.0,4.723141581929535,4.023189317673379
PUNJAB,1997,1500,1.7160507951035349,0.749367159433858,87410.0,5.829581951598922,7.77934004474273
PUNJAB,1999,1500,0.3616052379724071,0.1579062174551996,414817.0,4.070000431822988,25.774795302013423
PUNJAB,2000,1500,0.2837872352501584,0.1239245568777984,528565.0,4.530945728262485,36.562129753915
PUNJAB,2002,1000,0.1213860342939824,0.0530070018751014,823818.0,3.083612606752703,58.173684563758485
PUNJAB,2003,1000,0.1061195989103639,0.0463404362053991,942333.0,3.94469339936166,85.1242181208054
PUNJAB,2005,12000,0.4028879004705731,0.1759335809915166,1489248.0,5.866683258077118,33.34601174496645
PUNJAB,2006,11200,0.4551565169472652,0.1987583043437839,1230346.0,3.639192912362067,18.30963956136146
PUNJAB,2007,16000,0.3442906708417649,0.150345271109941,2323618.0,3.752486698581218,24.95912688758389
PUNJAB,2008,1500,0.0485023446033381,0.0211800631455625,3092634.0,3.4415234661526317,162.48881991051456
RAJASTHAN,1992,4000,40.81632653061224,7.21136511141559,4900.0,6.848376934666484,0.9496644295302014
RAJASTHAN,1993,2000,16.920473773265652,2.989482998810186,11820.0,5.6780113333106215,1.8993288590604027
RAJASTHAN,1994,1500,7.052186177715091,1.245969289348956,21270.0,5.427185783297521,4.355794183445191
RAJASTHAN,1995,1000,3.364511136531862,0.5944365965603996,29722.0,3.755155718156031,6.317167785234899
RAJASTHAN,1996,5000,11.201720584281746,1.979102576728224,44636.0,4.723141581929535,2.3865067114093956
RAJASTHAN,1997,2500,2.860084658505892,0.5053153106900868,87410.0,5.829581951598922,11.536523489932886
RAJASTHAN,1998,600,0.5541445393673516,0.0979053956479419,108275.0,5.5151018333568365,56.33092841163317
RAJASTHAN,1999,3000,0.7232104759448142,0.1277757024637481,414817.0,4.070000431822988,31.85269463087248
RAJASTHAN,2000,29000,2.7432766074181982,0.4846778458336039,528565.0,4.530945728262485,9.348365656098126
RAJASTHAN,2001,45786,1.988668939133336,0.3513549362426388,767448.0,3.511551122559496,9.994312759945084
RAJASTHAN,2002,341496,6.908807527876303,1.220637372416308,823818.0,3.083612606752703,2.52623152169145
RAJASTHAN,2003,188405,3.998692606541424,0.7064827926751633,942333.0,3.94469339936166,5.583566139558345
RAJASTHAN,2004,123495,3.907825999455097,0.6904286218118546,1053399.0,4.236254679331402,6.135688100841515
RAJASTHAN,2005,16306,0.5474575087560971,0.0967239414763422,1489248.0,5.866683258077118,60.65388949758686
RAJASTHAN,2006,48009,1.300691025126265,0.2298040680435097,1230346.0,3.639192912362067,15.836068279143973
RAJASTHAN,2007,279654,2.005880484657977,0.3543958453459324,2323618.0,3.752486698581218,10.588404880757972
RAJASTHAN,2008,582078,2.6887759754306524,0.4750487589100092,3092634.0,3.4415234661526317,7.244568902883033
RAJASTHAN,2009,1455579,6.697543172652095,1.1833115146028437,2414781.0,3.316480387042699,2.802711159415882
RAJASTHAN,2010,1181259,4.327047815409712,0.7644960804610798,3033269.0,3.667682330216661,4.7975161991734785
RAJASTHAN,2011,564396,4.082901131602443,0.7213606239580288,2303901.0,3.5039927275491825,4.857477121946507
RAJASTHAN,2012,410425,4.324437377974318,0.7640348724336252,1898166.0,3.238926487055499,4.239239076534268
RAJASTHAN,2013,241503,3.144513809517485,0.5555678108688136,2560046.0,3.402931460538406,6.125141511018789
RAJASTHAN,2014,624855,4.386597344685439,0.7750171987076748,2848928.0,3.2665648460372725,4.214828847003914
RAJASTHAN,2015,964725,6.527787034690699,1.1533192640796288,2955749.0,3.3918315406902813,2.9409302751888298
RAJASTHAN,2016,1309584,5.828414991777989,1.0297552989007048,3744826.0,3.413461344251057,3.31482765652678
RAJASTHAN,2017,2044518,6.784709281500137,1.198711887190837,4304886.0,3.294403197051509,2.748286082965184
RAJASTHAN,2018,1736063,6.845691566414048,1.20948614247598,3622848.0,3.020362829531245,2.4972281396694287
RAJASTHAN,2019,939018,4.780924811699325,0.8446863624910468,3273488.0,2.966142192206973,3.5115308165501635
RAJASTHAN,2020,1440618,7.408862258597844,1.308986264769937,3240754.0,2.9437024335205977,2.248841345969335
RAJASTHAN,2021,1140790,7.002021507712695,1.2371062734474727,3258459.0,3.067395729538567,2.4794925022816225
RAJASTHAN,2022,628824,5.240065504985372,0.925806626322504,3000077.0,3.784645590069676,4.087943942573703
RAJASTHAN,2023,842816,6.93304131974698,1.224918961086039,3039128.0,3.8763492279726512,3.1645760667593867
RAJASTHAN,2024,263142,9.977488826882368,1.7628072132301,879119.0,1.9033316690425837,1.0797162927164292
SIKKIM,2002,1130,0.1371662187522001,2.743324375044002,823818.0,3.083612606752703,1.124042287818495
SIKKIM,2003,198,0.021011680584252,0.4202336116850412,942333.0,3.94469339936166,9.386905972476445
TAMIL NADU,1991,1000,66.66666666666666,11.185682326621922,1500.0,11.185682326621922,1.0
TAMIL NADU,1992,2000,40.81632653061224,6.848376934666484,4900.0,6.848376934666484,1.0
TAMIL NADU,1993,8000,33.840947546531304,5.6780113333106215,11820.0,5.6780113333106215,1.0
TAMIL NADU,1994,13760,32.34602726845322,5.427185783297521,21270.0,5.427185783297521,1.0
TAMIL NADU,1995,39912,22.380728080209945,3.755155718156031,29722.0,3.755155718156031,1.0
TAMIL NADU,1996,62825,28.14992382830003,4.723141581929535,44636.0,4.723141581929535,1.0
TAMIL NADU,1997,273330,34.744308431529575,5.829581951598922,87410.0,5.829581951598922,1.0
TAMIL NADU,1998,355900,32.870006926806745,5.5151018333568365,108275.0,5.5151018333568365,1.0
TAMIL NADU,1999,1207476,24.25720257366501,4.070000431822988,414817.0,4.070000431822988,1.0
TAMIL NADU,2000,1712832,27.00443654044441,4.530945728262485,528565.0,4.530945728262485,1.0
TAMIL NADU,2001,2569888,20.9288446904546,3.511551122559496,767448.0,3.511551122559496,1.0
TAMIL NADU,2002,2422464,18.37833113624611,3.083612606752703,823818.0,3.083612606752703,1.0
TAMIL NADU,2003,4209374,23.510372660195493,3.94469339936166,942333.0,3.94469339936166,1.0
TAMIL NADU,2004,4521371,25.24807788881516,4.236254679331402,1053399.0,4.236254679331402,1.0
TAMIL NADU,2005,14580216,34.965432218139625,5.866683258077118,1489248.0,5.866683258077118,1.0
TAMIL NADU,2006,5337140,21.68958975767792,3.639192912362067,1230346.0,3.639192912362067,1.0
TAMIL NADU,2007,13511498,22.36482072354406,3.752486698581218,2323618.0,3.752486698581218,1.0
TAMIL NADU,2008,14589935,20.51147985826968,3.4415234661526317,3092634.0,3.4415234661526317,1.0
TAMIL NADU,2009,11455464,19.766223106774486,3.316480387042699,2414781.0,3.316480387042699,1.0
TAMIL NADU,2010,17902458,21.8593866880913,3.667682330216661,3033269.0,3.667682330216661,1.0
TAMIL NADU,2011,11066266,20.883796656193127,3.5039927275491825,2303901.0,3.5039927275491825,1.0
TAMIL NADU,2012,7328440,19.30400186285077,3.238926487055499,1898166.0,3.238926487055499,1.0
TAMIL NADU,2013,10903515,20.2814715048089,3.402931460538406,2560046.0,3.402931460538406,1.0
TAMIL NADU,2014,10538350,19.468726482382145,3.2665648460372725,2848928.0,3.2665648460372725,1.0
TAMIL NADU,2015,11352766,20.21531598251408,3.3918315406902813,2955749.0,3.3918315406902813,1.0
TAMIL NADU,2016,17522688,20.3442296117363,3.413461344251057,3744826.0,3.413461344251057,1.0
TAMIL NADU,2017,21131225,19.63464305442699,3.294403197051509,4304886.0,3.294403197051509,1.0
TAMIL NADU,2018,15651888,18.001362464006217,3.020362829531245,3622848.0,3.020362829531245,1.0
TAMIL NADU,2019,12152574,17.678207465553562,2.966142192206973,3273488.0,2.966142192206973,1.0
TAMIL NADU,2020,11940033,17.54446650378276,2.9437024335205977,3240754.0,2.9437024335205977,1.0
TAMIL NADU,2021,8935515,18.28167854804986,3.067395729538567,3258459.0,3.067395729538567,1.0
TAMIL NADU,2022,9473968,22.55648771681527,3.784645590069676,3000077.0,3.784645590069676,1.0
TAMIL NADU,2023,8425572,23.103041398717,3.8763492279726512,3039128.0,3.8763492279726512,1.0
TAMIL NADU,2024,398904,11.343856747493795,1.9033316690425837,879119.0,1.9033316690425837,1.0
TELANGANA,1999,2100,0.5062473331613699,0.1751720875990899,414817.0,4.070000431822988,23.234297698945355
TELANGANA,2000,35220,2.221108094557907,0.7685495136878571,528565.0,4.530945728262485,5.895450647702456
TELANGANA,2001,2500,0.325754969717818,0.1127179826013211,767448.0,3.511551122559496,31.15342416107383
TELANGANA,2003,12000,0.6367175934621837,0.2203175063882988,942333.0,3.94469339936166,17.904584451901574
TELANGANA,2004,3300,0.3132716093332156,0.1083984807381368,1053399.0,4.236254679331402,39.08038793980072
TELANGANA,2006,1250,0.1015974368185859,0.0351548224285764,1230346.0,3.639192912362067,103.51902416107403
TELANGANA,2007,18704,0.2012378971070115,0.0696324903484469,2323618.0,3.752486698581218,53.889882148454774
TELANGANA,2008,171235,1.1073731970870138,0.3831741166391051,3092634.0,3.4415234661526317,8.981617799080233
TELANGANA,2009,53610,0.7400257000531312,0.2560642560737478,2414781.0,3.316480387042699,12.951750618749132
TELANGANA,2010,119514,0.6566842571496296,0.2272263865569652,3033269.0,3.667682330216661,16.141093408168864
TELANGANA,2011,219170,1.3589993667262612,0.4702419954070108,2303901.0,3.5039927275491825,7.451467035640564
TELANGANA,2012,271089,2.040232519179039,0.7059628094045117,1898166.0,3.238926487055499,4.58795625478851
TELANGANA,2013,130810,1.0219347621097434,0.3536106443286309,2560046.0,3.402931460538406,9.623385254703658
TELANGANA,2014,444801,2.230417897539004,0.7717708988024236,2848928.0,3.2665648460372725,4.232557681438991
TELANGANA,2015,476392,2.3024959155868783,0.7967113894764284,2955749.0,3.3918315406902813,4.257290137297118
TELANGANA,2016,385085,2.056624259711933,0.7116346919418454,3744826.0,3.413461344251057,4.796648312544611
TELANGANA,2017,1063386,2.744648754926379,0.949705451531619,4304886.0,3.294403197051509,3.468868365174196
TELANGANA,2018,736856,2.542392062819086,0.8797204369616214,3622848.0,3.020362829531245,3.4333212036803133
TELANGANA,2019,633870,3.227291500686729,1.116709861829318,3273488.0,2.966142192206973,2.65614399370311
TELANGANA,2020,557394,2.8665859858539093,0.9918982650013526,3240754.0,2.9437024335205977,2.9677463278117373
TELANGANA,2021,254932,1.9559245643416103,0.6767905066925988,3258459.0,3.067395729538567,4.532267665113382
TELANGANA,2022,209636,1.7469218290063888,0.6044712211094772,3000077.0,3.784645590069676,6.261084825714524
TELANGANA,2023,222232,1.8280901627045647,0.6325571497247631,3039128.0,3.8763492279726512,6.128061677366733
TELANGANA,2024,21857,2.486239064336,0.8602903336802767,879119.0,1.9033316690425837,2.212429449137515
TRIPURA,2004,21000,0.996773302423868,3.322577674746226,1053399.0,4.236254679331402,1.2749904122722915
TRIPURA,2005,48160,0.8084617202776166,2.694872400925389,1489248.0,5.866683258077118,2.1769799772570178
TRIPURA,2006,14632,0.5946294782118201,1.982098260706067,1230346.0,3.639192912362067,1.8360305260878975
